,obj_id,oid,link_bibcode,ra,dec,coo_bibcode,parallax,parallax_err,parallax_bibcode,pmra,pmdec,pm_err,pm_bibcode,radvel,radvel_err,rvz_bibcode,ids,EDR3 id,DR2 id,TIC,reported
1234,Cl* NGC 188 PKM 3934,4924185,2018A&A...616A..10G,10.03827359773,85.37406554193,2020yCat.1350....0G,0.4099,0.0850000008940696,2020yCat.1350....0G,-2.106,-1.197,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956343990579712|TIC 461599386|Cl* NGC  188    PKM    3934|Cl* NGC  188    SMV    4847|2MASS J00400909+8522265|Gaia DR2 573956343990579712,573956343990579712,5.739563439905797e+17,461599386.0,1
1238,Cl* NGC 188 PKM 4561,4925202,2018A&A...616A..10G,11.36808592202,85.30438069027,2020yCat.1350....0G,0.3671,0.2648999989032745,2020yCat.1350....0G,-2.065,-1.491,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943970188159232|Cl* NGC  188    PKM    4561|Cl* NGC  188    SMV    7011|Gaia DR2 573943970188159232,573943970188159232,5.739439701881592e+17,,1
1239,Cl* NGC 188 PKM 5372,4925945,2018A&A...616A..10G,12.342559334329998,85.2474189204,2020yCat.1350....0G,0.7039,0.1375000029802322,2020yCat.1350....0G,-2.541,-0.859,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573939885675977344|TIC 461618723|Cl* NGC  188    PKM    5372|Cl* NGC  188    SMV    8953|2MASS J00492217+8514508|Gaia DR2 573939885675977344,573939885675977344,5.7393988567597734e+17,461618723.0,1
1244,Cl* NGC 188 PKM 5974,4925261,2018A&A...616A..10G,11.432052979890004,85.3110976567,2020yCat.1350....0G,0.3704,0.099200002849102,2020yCat.1350....0G,-2.236,-1.105,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943252928621568|Cl* NGC  188    PKM    5974|Cl* NGC  188    SMV    7138|Gaia DR2 573943252928621568,573943252928621568,5.739432529286216e+17,,1
1246,Cl* NGC 188 PKM 1107,4925060,2018A&A...616A..10G,11.12603387921,85.60975121379,2020yCat.1350....0G,0.7463,0.2757999897003174,2020yCat.1350....0G,-1.948,-1.575,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573983174649672320|Cl* NGC  188    PKM    1107|Cl* NGC  188    SMV    6659|Gaia DR2 573983174649672320,573983174649672320,5.739831746496723e+17,,1
1251,Gaia EDR3 573941466222298240,14747006,2018A&A...616A..10G,11.83352711528,85.25913957357,2020yCat.1350....0G,0.2947,0.0667999982833862,2020yCat.1350....0G,-1.977,-1.269,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941466222298240|Gaia DR2 573941466222298240,573941466222298240,5.7394146622229824e+17,,1
1256,Cl* NGC 188 PKM 4964,4925640,2018A&A...616A..10G,11.95113169364,85.28040902847,2020yCat.1350....0G,0.7054,0.3206999897956848,2020yCat.1350....0G,-2.183,-1.735,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573942973755741696|Cl* NGC  188    PKM    4964|Cl* NGC  188    SMV    8155|Gaia DR2 573942973755741696,573942973755741696,5.739429737557417e+17,,1
1262,Cl* NGC 188 E I-8,4925199,2018A&A...616A..10G,11.367306785269998,85.28473053207,2020yCat.1350....0G,0.7054,0.0688999965786933,2020yCat.1350....0G,-2.225,-1.094,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941736804603008|TIC 461601359|Cl* NGC  188      E    I-8|Cl* NGC  188    PKM    4592|Cl* NGC  188    SMV    7004|Cl* NGC  188    FTS     441|Cl* NGC  188    FTS     427|2MASS J00452826+8517048|Gaia DR2 573941736804603008,573941736804603008,5.73941736804603e+17,461601359.0,1
1263,Cl* NGC 188 PKM 5473,4926045,2018A&A...616A..10G,12.481557308289998,85.17649115682,2020yCat.1350....0G,0.2744,0.2513999938964844,2020yCat.1350....0G,-2.09,-0.969,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573937991594443904|Cl* NGC  188    PKM    5473|Cl* NGC  188    SMV    9196|Gaia DR2 573937991594443904,573937991594443904,5.739379915944439e+17,,1
1265,Cl* NGC 188 PKM 3138,4923129,2018A&A...616A..10G,8.604271738499998,85.2835668629,2020yCat.1350....0G,0.6303,0.1221000030636787,2020yCat.1350....0G,-2.048,-1.436,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573951808505138688|TIC 461595608|Cl* NGC  188    PKM    3138|Cl* NGC  188    SMV    2777|2MASS J00342508+8517008|Gaia DR2 573951808505138688,573951808505138688,5.739518085051387e+17,461595608.0,1
1267,Cl* NGC 188 E I-26,4924977,2018A&A...616A..10G,11.09968159099,85.24215867117,2020yCat.1350....0G,0.7192,0.1479000002145767,2020yCat.1350....0G,-1.909,-0.704,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941908603253760|TIC 461601250|Cl* NGC  188      E    I-26|Cl* NGC  188    PKM    4654|Cl* NGC  188    SMV    6493|Cl* NGC  188    FTS     560|2MASS J00442412+8514312|Gaia DR2 573941908603253760,573941908603253760,5.7394190860325376e+17,461601250.0,1
1269,Cl* NGC 188 PKM 5621,4926641,2018A&A...616A..10G,13.313539915730004,85.31186111566,2020yCat.1350....0G,0.295,0.0930999964475631,2020yCat.1350....0G,-2.286,-0.759,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573963142922975360|TIC 461620670|Cl* NGC  188    PKM    5621|Cl* NGC  188    SMV   10558|2MASS J00531532+8518426|Gaia DR2 573963142922975360,573963142922975360,5.7396314292297536e+17,461620670.0,1
1272,Cl* NGC 188 PKM 5774,4926472,2018A&A...616A..10G,13.02712825694,85.15958939525,2020yCat.1350....0G,0.6607,0.2293999940156936,2020yCat.1350....0G,-2.449,-0.767,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573937132600981248|Cl* NGC  188    PKM    5774|Cl* NGC  188    SMV   10179|Gaia DR2 573937132600981248,573937132600981248,5.7393713260098125e+17,,1
1277,Cl* NGC 188 E II-34,4925098,2018A&A...616A..10G,11.24353559624,85.19080529727,2020yCat.1350....0G,0.3743,0.1670999974012375,2020yCat.1350....0G,-1.858,-1.021,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573935139736156672|TIC 461601135|Cl* NGC  188      E   II-34|Cl* NGC  188    PKM    4729|Cl* NGC  188    SMV    6755|Cl* NGC  188    FTS     546|2MASS J00445851+8511266|Gaia DR2 573935139736156672,573935139736156672,5.739351397361567e+17,461601135.0,1
1279,Cl* NGC 188 PKM 7174,4926987,2018A&A...616A..10G,13.7970050243,85.2492228456,2020yCat.1350....0G,0.6233,0.3154999911785126,2020yCat.1350....0G,-2.094,-0.242,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573939194185323392|Cl* NGC  188    PKM    7174|Cl* NGC  188    SMV   11242|Gaia DR2 573939194185323392,573939194185323392,5.739391941853234e+17,,1
1282,Cl* NGC 188 PKM 4186,4924580,2018A&A...616A..10G,10.54840742248,85.39887859041,2020yCat.1350....0G,0.4191,0.1168000027537345,2020yCat.1350....0G,-2.315,-1.168,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956618868480640|TIC 461599401|Cl* NGC  188    PKM    4186|Cl* NGC  188    SMV    5626|2MASS J00421194+8523556|Gaia DR2 573956618868480640,573956618868480640,5.7395661886848064e+17,461599401.0,1
1285,Cl* NGC 188 PKM 6198,4926781,2018A&A...616A..10G,13.47265729398,85.16656949066,2020yCat.1350....0G,0.3287,0.1156999990344047,2020yCat.1350....0G,-2.075,-1.125,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573938472630783872|TIC 461620555|Cl* NGC  188    PKM    6198|Cl* NGC  188    SMV   10863|2MASS J00535291+8509599|Gaia DR2 573938472630783872,573938472630783872,5.739384726307839e+17,461620555.0,1
1289,Cl* NGC 188 PKM 7017,4927265,2018A&A...616A..10G,14.33837909433,85.42565710228,2020yCat.1350....0G,0.6725,0.3282000124454498,2020yCat.1350....0G,-3.063,-0.332,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573965582463593600|Cl* NGC  188    PKM    7017|Cl* NGC  188    SMV   11619|Gaia DR2 573965582463593600,573965582463593600,5.739655824635936e+17,,1
1292,Cl* NGC 188 PKM 5368,4926279,2018A&A...616A..10G,12.787145948689998,85.24821479312,2020yCat.1350....0G,0.3562,0.1121999993920326,2020yCat.1350....0G,-2.329,-0.997,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573939743941132544|TIC 461618724|Cl* NGC  188    PKM    5368|Cl* NGC  188    SMV    9747|Cl* NGC  188    FTS     529|2MASS J00510885+8514538|Gaia DR2 573939743941132544,573939743941132544,5.7393974394113254e+17,461618724.0,1
1293,Cl* NGC 188 PKM 3786,4923903,2018A&A...616A..10G,9.71678108644,85.25906440022,2020yCat.1350....0G,0.7002,0.3179999887943268,2020yCat.1350....0G,-2.173,-1.649,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573948196435373440|Cl* NGC  188    PKM    3786|Cl* NGC  188    SMV    4312|Gaia DR2 573948196435373440,573948196435373440,5.7394819643537344e+17,,1
1295,Cl* NGC 188 PKM 5689,4926602,2018A&A...616A..10G,13.2317641904,85.24198442089,2020yCat.1350....0G,0.6723,0.1783999949693679,2020yCat.1350....0G,-2.448,-0.708,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573939297264534272|TIC 461618713|Cl* NGC  188    PKM    5689|Cl* NGC  188    SMV   10476|2MASS J00525570+8514309|Gaia DR2 573939297264534272,573939297264534272,5.739392972645343e+17,461618713.0,1
1300,Cl* NGC 188 PKM 3723,4923985,2018A&A...616A..10G,9.78222955299,85.34748965993,2020yCat.1350....0G,0.637,0.2509999871253967,2020yCat.1350....0G,-1.8,-0.312,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573954793505758208|Cl* NGC  188    PKM    3723|Cl* NGC  188    SMV    4462|Gaia DR2 573954793505758208,573954793505758208,5.739547935057582e+17,,1
1306,Cl* NGC 188 PKM 3896,4924408,2018A&A...616A..10G,10.29524113494,85.4362423164,2020yCat.1350....0G,0.71,0.190200001001358,2020yCat.1350....0G,-1.889,-1.024,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573957031185329280|TIC 461599419|Cl* NGC  188    PKM    3896|Cl* NGC  188    SMV    5241|2MASS J00411084+8526103|Gaia DR2 573957031185329280,573957031185329280,5.739570311853293e+17,461599419.0,1
1308,Cl* NGC 188 PKM 4283,4924793,2018A&A...616A..10G,10.8664335156,85.28530726405,2020yCat.1350....0G,0.3472,0.12219999730587,2020yCat.1350....0G,-2.497,-1.156,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573942630157793152|TIC 461599300|Cl* NGC  188    PKM    4283|Cl* NGC  188    SMV    6097|2MASS J00432784+8517070|Gaia DR2 573942630157793152,573942630157793152,5.7394263015779315e+17,461599300.0,1
1311,Cl* NGC 188 PKM 5782,4926364,2018A&A...616A..10G,12.89170022209,85.15393980209,2020yCat.1350....0G,0.6958,0.1552000045776367,2020yCat.1350....0G,-2.475,-0.941,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573937166960714880|Cl* NGC  188    PKM    5782|Cl* NGC  188    SMV    9953|Gaia DR2 573937166960714880,573937166960714880,5.739371669607149e+17,,1
1312,Cl* NGC 188 E II-18,4924940,2018A&A...616A..10G,11.059975934840002,85.18633243582,2020yCat.1350....0G,0.6416,0.1437000036239624,2020yCat.1350....0G,-2.395,-1.232,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573935861290658688|TIC 461601133|Cl* NGC  188      E   II-18|Cl* NGC  188    PKM    4731|Cl* NGC  188    SMV    6411|Cl* NGC  188    FTS     561|2MASS J00441443+8511108|Gaia DR2 573935861290658688,573935861290658688,5.739358612906587e+17,461601133.0,1
1320,Cl* NGC 188 PKM 1795,4925714,2018A&A...616A..10G,12.07848629797,85.45762901819,2020yCat.1350....0G,0.6893,0.1319999992847442,2020yCat.1350....0G,-2.48,-1.156,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573968056364398976|TIC 461618934|Cl* NGC  188    PKM    1795|Cl* NGC  188    SMV    8387|2MASS J00481856+8527276|Gaia DR2 573968056364398976,573968056364398976,5.73968056364399e+17,461618934.0,1
1325,Cl* NGC 188 PKM 4010,4924099,2018A&A...616A..10G,9.95272495828,85.30037795811,2020yCat.1350....0G,0.4118,0.0908999964594841,2020yCat.1350....0G,-2.243,-0.957,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573954278109102464|TIC 461599316|Cl* NGC  188    PKM    4010|Cl* NGC  188    SMV    4678|2MASS J00394859+8518012|Gaia DR2 573954278109102464,573954278109102464,5.7395427810910246e+17,461599316.0,1
1328,Cl* NGC 188 PKM 5160,4925700,2018A&A...616A..10G,12.0422126597,85.15614345687,2020yCat.1350....0G,0.6407,0.0982000008225441,2020yCat.1350....0G,-2.539,-0.378,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573937716716524672|TIC 461601087|Cl* NGC  188    PKM    5160|Cl* NGC  188    SMV    8351|Cl* NGC  188    FTS     520|2MASS J00481016+8509223|Gaia DR2 573937716716524672,573937716716524672,5.739377167165247e+17,461601087.0,1
1333,Cl* NGC 188 PKM 4041,4924241,2018A&A...616A..10G,10.13401229935,85.26930251863,2020yCat.1350....0G,0.6705,0.1473000049591064,2020yCat.1350....0G,-2.137,-1.201,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573953938808936960|TIC 461599286|Cl* NGC  188    PKM    4041|Cl* NGC  188    SMV    4934|2MASS J00403189+8516092|Gaia DR2 573953938808936960,573953938808936960,5.7395393880893696e+17,461599286.0,1
1336,Gaia EDR3 573961841546893184,14746998,2018A&A...616A..10G,7.750673289490001,85.50939772757,2020yCat.1350....0G,0.3836,0.1462000012397766,2020yCat.1350....0G,-2.082,-1.319,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573961841546893184|Gaia DR2 573961841546893184,573961841546893184,5.739618415468932e+17,,1
1337,Cl* NGC 188 PKM 322,4923182,2018A&A...616A..10G,8.515445453579998,85.49522758834,2020yCat.1350....0G,0.437,0.1729000061750412,2020yCat.1350....0G,-2.762,-0.572,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573960875179070336|Cl* NGC  188    PKM     322|Cl* NGC  188    SMV    2883|Gaia DR2 573960875179070336,573960875179070336,5.7396087517907034e+17,,1
1341,Cl* NGC 188 E II-57,4925813,2018A&A...616A..10G,12.19249932555,85.19645736642,2020yCat.1350....0G,0.7482,0.1564999967813491,2020yCat.1350....0G,-1.824,-0.97,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573938266472356992|TIC 461618626|Cl* NGC  188      E   II-57|Cl* NGC  188    PKM    5116|Cl* NGC  188    SMV    8651|2MASS J00484621+8511475|Gaia DR2 573938266472356992,573938266472356992,5.73938266472357e+17,461618626.0,1
1343,NGC 188 2205,304038,2018A&A...616A..10G,12.118811936929998,85.20273612461,2020yCat.1350....0G,0.6764,0.0800999999046325,2020yCat.1350....0G,-2.427,-1.001,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573938266472359040|TIC 461601157|2MASS J00482857+8512099|Cl* NGC  188    PKM    5108|Cl* NGC  188    SMV    8503|NGC   188  2205|Cl* NGC  188    FTS     491|Gaia DR2 573938266472359040,573938266472359040,5.7393826647235904e+17,461601157.0,1
1347,Cl* NGC 188 E II-10,4924957,2018A&A...616A..10G,11.072278903320004,85.27079829806,2020yCat.1350....0G,0.6494,0.162100002169609,2020yCat.1350....0G,-2.368,-1.191,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573942389639615744|TIC 461601330|Cl* NGC  188      E   II-10|Cl* NGC  188    PKM    4610|Cl* NGC  188    SMV    6451|2MASS J00441734+8516146|Gaia DR2 573942389639615744,573942389639615744,5.7394238963961574e+17,461601330.0,1
1348,Cl* NGC 188 PKM 3268,4923251,2018A&A...616A..10G,8.77101635303,85.2940993316,2020yCat.1350....0G,0.4239,0.0700000002980232,2020yCat.1350....0G,-2.169,-1.118,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573949261587284992|TIC 461597449|Cl* NGC  188    PKM    3268|Cl* NGC  188    SMV    3005|2MASS J00350506+8517386|Gaia DR2 573949261587284992,573949261587284992,5.73949261587285e+17,461597449.0,1
1351,Cl* NGC 188 PKM 796,4924334,2018A&A...616A..10G,10.123902350960003,85.65638482306,2020yCat.1350....0G,0.4138,0.3321999907493591,2020yCat.1350....0G,-2.884,1.311,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573984312817536896|Cl* NGC  188    PKM     796|Cl* NGC  188    SMV    5124|Gaia DR2 573984312817536896,573984312817536896,5.739843128175369e+17,,1
1355,Cl* NGC 188 PKM 5861,4924029,2018A&A...616A..10G,9.92611884994,85.12426220982,2020yCat.1350....0G,0.7282,0.336899995803833,2020yCat.1350....0G,-2.453,-0.9,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573945623750787456|Cl* NGC  188    PKM    5861|Cl* NGC  188    SMV    4535|Gaia DR2 573945623750787456,573945623750787456,5.7394562375078746e+17,,1
1357,Cl* NGC 188 PKM 4305,4924523,2018A&A...616A..10G,10.50508641454,85.26283662341,2020yCat.1350....0G,0.4162,0.2764999866485595,2020yCat.1350....0G,-2.18,-1.114,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573942149121433856|Cl* NGC  188    PKM    4305|Cl* NGC  188    SMV    5489|Gaia DR2 573942149121433856,573942149121433856,5.7394214912143386e+17,,1
1359,Cl* NGC 188 PKM 3092,4923085,2018A&A...616A..10G,8.479698557570002,85.36662364391,2020yCat.1350....0G,0.7047,0.2449000030755996,2020yCat.1350....0G,-2.303,-0.778,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573958332558819072|Cl* NGC  188    PKM    3092|Cl* NGC  188    SMV    2701|Gaia DR2 573958332558819072,573958332558819072,5.739583325588191e+17,,1
1361,Cl* NGC 188 PKM 3802,4923634,2018A&A...616A..10G,9.33167237789,85.23637214754,2020yCat.1350....0G,0.3525,0.2065999954938888,2020yCat.1350....0G,-2.252,-0.943,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573948505673001344|Cl* NGC  188    PKM    3802|Cl* NGC  188    SMV    3744|Gaia DR2 573948505673001344,573948505673001344,5.7394850567300134e+17,,1
1362,Cl* NGC 188 PKM 5501,4925867,2018A&A...616A..10G,12.24760660298,85.14933731681,2020yCat.1350....0G,0.3677,0.2129999995231628,2020yCat.1350....0G,-2.015,-1.044,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573937682356784128|Cl* NGC  188    PKM    5501|Cl* NGC  188    SMV    8772|Gaia DR2 573937682356784128,573937682356784128,5.739376823567841e+17,,1
1365,Cl* NGC 188 PKM 4400,4924753,2018A&A...616A..10G,10.8366858494,85.16643491076,2020yCat.1350....0G,0.6746,0.1194000020623207,2020yCat.1350....0G,-2.276,-0.94,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573935414614049920|TIC 461599178|Cl* NGC  188    PKM    4400|Cl* NGC  188    SMV    6011|2MASS J00432110+8509589|Cl* NGC  188     WV      38|Gaia DR2 573935414614049920,573935414614049920,5.739354146140499e+17,461599178.0,1
1366,Cl* NGC 188 E II-28,4924959,2018A&A...616A..10G,11.082096130119998,85.22033880849,2020yCat.1350....0G,0.6643,0.123999997973442,2020yCat.1350....0G,-2.229,-0.529,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941805524023808|TIC 461599237|Cl* NGC  188      E   II-28|Cl* NGC  188    PKM    4693|Cl* NGC  188    SMV    6455|Cl* NGC  188    FTS     544|2MASS J00441938+8513129|Gaia DR2 573941805524023808,573941805524023808,5.739418055240238e+17,461599237.0,1
1367,Cl* NGC 188 E I-19,4925430,2018A&A...616A..10G,11.67274148689,85.2546128111,2020yCat.1350....0G,0.389,0.2010000050067901,2020yCat.1350....0G,-1.927,-1.117,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941633725366272|TIC 461601289|Cl* NGC  188      E    I-19|Cl* NGC  188    PKM    5016|Cl* NGC  188    SMV    7582|2MASS J00464135+8515159|Gaia DR2 573941633725366272,573941633725366272,5.739416337253663e+17,461601289.0,1
1369,Cl* NGC 188 PKM 3778,4923856,2018A&A...616A..10G,9.64651583074,85.27346057595,2020yCat.1350....0G,0.3629,0.0995000004768371,2020yCat.1350....0G,-2.112,-1.205,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573948299514601472|TIC 461597434|Cl* NGC  188    PKM    3778|Cl* NGC  188    SMV    4214|2MASS J00383547+8516241|Gaia DR2 573948299514601472,573948299514601472,5.739482995146015e+17,461597434.0,1
1372,Cl* NGC 188 E I-34,4925320,2018A&A...616A..10G,11.52715861474,85.23308695208,2020yCat.1350....0G,0.3911,0.2682999968528747,2020yCat.1350....0G,-2.252,-0.8,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941496291192576|Cl* NGC  188      E    I-34|Cl* NGC  188    PKM    4676|Cl* NGC  188    SMV    7288|Gaia DR2 573941496291192576,573941496291192576,5.739414962911926e+17,,1
1375,Cl* NGC 188 PKM 913,4924831,2018A&A...616A..10G,10.80881036217,85.74106278345,2020yCat.1350....0G,0.6129,0.1149000003933906,2020yCat.1350....0G,-2.273,-0.151,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573990115317272320|TIC 461599553|Cl* NGC  188    PKM     913|Cl* NGC  188    SMV    6177|2MASS J00431406+8544279|Gaia DR2 573990115317272320,573990115317272320,5.739901153172723e+17,461599553.0,1
1379,Gaia EDR3 573988397329797248,14748472,2018A&A...616A..10G,8.00817887733,85.73060971194,2020yCat.1350....0G,0.4154,0.2355999946594238,2020yCat.1350....0G,-3.996,-0.25,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573988397329797248|Gaia DR2 573988397329797248,573988397329797248,5.7398839732979725e+17,,1
1380,Cl* NGC 188 PKM 4040,4924307,2018A&A...616A..10G,10.23173278717,85.27205311132,2020yCat.1350....0G,0.4007,0.0813999995589256,2020yCat.1350....0G,-2.313,-1.027,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573953904449198080|TIC 461599288|Cl* NGC  188    PKM    4040|Cl* NGC  188    SMV    5068|2MASS J00405575+8516193|Gaia DR2 573953904449198080,573953904449198080,5.739539044491981e+17,461599288.0,1
1383,Cl* NGC 188 PKM 4189,4924544,2018A&A...616A..10G,10.49607449706,85.39536048235,2020yCat.1350....0G,0.6451,0.1098999977111816,2020yCat.1350....0G,-2.337,-0.922,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956236614297472|TIC 461599399|Cl* NGC  188    PKM    4189|Cl* NGC  188    SMV    5539|2MASS J00415912+8523431|Gaia DR2 573956236614297472,573956236614297472,5.739562366142975e+17,461599399.0,1
1385,Cl* NGC 188 SMV 4917,4924229,2018A&A...616A..10G,10.19154809801,85.08099404051,2020yCat.1350....0G,0.6429,0.096000000834465,2020yCat.1350....0G,-2.43,-1.111,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573933456108920576|TIC 461599129|Cl* NGC  188    SMV    4917|Cl* NGC  188    PKM    8091|2MASS J00404605+8504513|Gaia DR2 573933456108920576,573933456108920576,5.739334561089206e+17,461599129.0,1
1388,Cl* NGC 188 PKM 5558,4926627,2018A&A...616A..10G,13.321759158,85.39414852219,2020yCat.1350....0G,0.703,0.181999996304512,2020yCat.1350....0G,-2.684,-1.096,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573965960420306688|Cl* NGC  188    PKM    5558|Cl* NGC  188    SMV   10528|Gaia DR2 573965960420306688,573965960420306688,5.739659604203067e+17,,1
1393,Cl* NGC 188 PKM 4463,4924993,2018A&A...616A..10G,11.08870779149,85.41595081675,2020yCat.1350....0G,0.3966,0.2806999981403351,2020yCat.1350....0G,-2.477,-1.201,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573968434321891712|Cl* NGC  188    PKM    4463|Cl* NGC  188    SMV    6527|Gaia DR2 573968434321891712,573968434321891712,5.739684343218917e+17,,1
1395,Cl* NGC 188 PKM 5806,4923608,2018A&A...616A..10G,9.29436361366,85.22003537526,2020yCat.1350....0G,0.3841,0.1092000007629394,2020yCat.1350....0G,-2.364,-0.942,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573948368234039296|TIC 461597393|Cl* NGC  188    PKM    5806|Cl* NGC  188    SMV    3689|2MASS J00371058+8513125|Gaia DR2 573948368234039296,573948368234039296,5.739483682340393e+17,461597393.0,1
1398,Cl* NGC 188 PKM 8382,4925246,2018A&A...616A..10G,11.43447212857,85.09995946673,2020yCat.1350....0G,0.7396,0.292600005865097,2020yCat.1350....0G,-2.955,-1.03,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573934181959464960|Cl* NGC  188    PKM    8382|Cl* NGC  188    SMV    7110|Gaia DR2 573934181959464960,573934181959464960,5.7393418195946496e+17,,1
1405,Cl* NGC 188 PKM 5571,4926377,2018A&A...616A..10G,12.963816004939998,85.38359554629,2020yCat.1350....0G,0.6889,0.2815999984741211,2020yCat.1350....0G,-2.387,-0.278,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573964517311273344|Cl* NGC  188    PKM    5571|Cl* NGC  188    SMV    9987|Gaia DR2 573964517311273344,573964517311273344,5.7396451731127334e+17,,1
1406,Cl* NGC 188 PKM 3222,4923586,2018A&A...616A..10G,9.15817430914,85.41593822648,2020yCat.1350....0G,0.7282,0.1096000000834465,2020yCat.1350....0G,-2.155,-0.998,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956030455871488|TIC 461597519|Cl* NGC  188    PKM    3222|Cl* NGC  188    SMV    3649|2MASS J00363757+8524566|Gaia DR2 573956030455871488,573956030455871488,5.739560304558715e+17,461597519.0,1
1408,Cl* NGC 188 PKM 8745,4926100,2018A&A...616A..10G,12.53438557323,85.02324803224,2020yCat.1350....0G,0.719,0.1709000021219253,2020yCat.1350....0G,-2.135,-0.207,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573930054494813440|Cl* NGC  188    PKM    8745|Cl* NGC  188    SMV    9335|Gaia DR2 573930054494813440,573930054494813440,5.7393005449481344e+17,,1
1409,Cl* NGC 188 PKM 3049,4922963,2018A&A...616A..10G,8.22665560055,85.45001490247,2020yCat.1350....0G,0.6811,0.1141000017523765,2020yCat.1350....0G,-2.239,-1.551,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573959294631045760|TIC 461595685|Cl* NGC  188    PKM    3049|Cl* NGC  188    SMV    2446|2MASS J00325434+8527005|Gaia DR2 573959294631045760,573959294631045760,5.7395929463104576e+17,461595685.0,1
1411,Cl* NGC 188 PKM 741,4923947,2018A&A...616A..10G,9.678643334559998,85.46695316541,2020yCat.1350....0G,0.6701,0.2689999938011169,2020yCat.1350....0G,-2.332,-1.168,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573957817162338816|Cl* NGC  188    PKM     741|Cl* NGC  188    SMV    4392|Gaia DR2 573957817162338816,573957817162338816,5.739578171623388e+17,,1
1413,Cl* NGC 188 PKM 8837,4926318,2018A&A...616A..10G,12.81525807546,85.10818867684,2020yCat.1350....0G,0.3473,0.2016000002622604,2020yCat.1350....0G,-2.204,-0.819,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573936617204881792|Cl* NGC  188    PKM    8837|Cl* NGC  188    SMV    9840|Gaia DR2 573936617204881792,573936617204881792,5.739366172048818e+17,,1
1415,Cl* NGC 188 PKM 5181,4925616,2018A&A...616A..10G,11.918001635290002,85.11904124634,2020yCat.1350....0G,0.3859,0.0806000009179115,2020yCat.1350....0G,-2.298,-1.169,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573931708058300160|TIC 461601056|Cl* NGC  188    PKM    5181|Cl* NGC  188    SMV    8092|2MASS J00474019+8507088|Gaia DR2 573931708058300160,573931708058300160,5.7393170805830016e+17,461601056.0,1
