,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,G,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,BP,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,RP,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,label,BP_err,RP_err,G_err,E(B_V),A_G,A_BP,A_RP,A_g,A_r,A_i,A_z,A_y,A_J,A_H,A_K,color,color_error,mag_abs,mag_abs_error
43431,1636148068921376768,Gaia DR3 573943527808203776,573943527808203776,1236043108,2016.0,12.059341017138593,0.050450545,85.31856192823996,0.045704484,0.5230662,0.05007071,10.446551,2.5895262,-2.3955605610037733,0.06612157,-0.9833287734067948,0.05897303,-0.08507592,0.0163523,-0.36953765,0.084749274,0.029970175,0.1231655,-0.054753054,-0.02260237,0.03761312,0.03462429,364,0,363,1,0.26537678,380.08618,0.06352031,0.14473425,31,False,1.4775239,,,,,,,,43,26,0.09416073,49,18,0,0.013466449,93.258736,0,0,1.009,0.07251826,0.03043128,0.031004403,0.14878167,-7.2101545,-1.6896689,-15.475975,17.995386,False,402,2734.948079634705,1.9444369,1406.5502,17.094994,44,1249.2541528556178,8.000804,156.14108,17.596914,45,2082.810739885293,8.304401,250.80806,16.451271,1.2183284,0.0,2.0,0.0,0.0,0.0,1.1456432,0.5019207,0.64372253,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.86126482130196,22.447251011879228,79.03866138218787,65.18103557399606,False,False,0,True,False,False,False,False,True,True,False,1.02129595e-13,5.109449e-13,0.9999894,4751.9854,4737.7812,4779.8867,4.4726,4.4444,4.5007,-0.7588,-0.8132,-0.7073,1580.0441,1504.5316,1652.3707,0.0181,0.0042,0.0453,0.0143,0.0033,0.0358,0.0076,0.0018,0.0191,PHOENIX,0,0.006953559,0.0043289526,0.0007719143,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.9817958217792544,0.008190959,5.3825956497612,0.20786643
43434,1636148068921376768,Gaia DR3 573943557870790528,573943557870790528,988971256,2016.0,12.178629873146392,0.09069271,85.32595843411444,0.08122748,0.4270574,0.089613624,4.765541,2.4377408,-2.311608084217469,0.1229644,-0.7739819062431016,0.10412509,-0.09382759,0.045013897,-0.35127148,0.08001526,-0.050758626,0.13062108,0.03240932,-0.005789163,0.016816635,0.030949017,347,0,346,1,-0.012932169,355.05466,0.0,0.0,31,False,1.4180495,,,,,,,,40,26,0.17432909,47,16,0,0.023672594,89.36077,0,0,0.99852765,0.07564842,0.037031483,0.04469823,0.12399025,14.015621,2.496164,-6.9662194,20.642384,False,384,1084.6654072420022,1.3038939,831.8663,18.099127,43,432.73189414946097,11.629997,37.208256,18.747995,42,925.1543440848402,7.7241507,119.77425,17.33236,1.2518941,0.0,0.0,0.0,0.0,0.0,1.4156361,0.64886856,0.7667675,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.87188955591968,22.454525872307396,79.06370861145572,65.17480799329263,False,False,0,False,False,False,False,False,True,True,False,1.0218264e-13,5.591203e-13,0.99998534,4286.026,4277.7188,4295.66,4.7185,4.7048,4.7324,-0.524,-0.578,-0.4944,1288.1622,1259.673,1310.3816,0.0049,0.0013,0.0155,0.0037,0.0009,0.0117,0.002,0.0005,0.0062,PHOENIX,0,0.029179981,0.009064855,0.0013051812,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.2517878217792493,0.03055557,5.946376567508697,0.4556631
43436,1636148068921376768,Gaia DR3 573943562167935616,573943562167935616,1423635222,2016.0,12.15222632216766,0.082839504,85.33503097639048,0.07490745,0.54373336,0.083732806,6.493672,2.5635705,-2.410153800734581,0.118176155,-0.8735289298900126,0.09824344,-0.15386891,0.113288224,-0.30649385,0.15783778,-0.052811556,0.18542857,-0.050767425,-0.18490629,0.09862029,-0.08057959,349,0,347,2,1.148611,389.19727,0.21899374,0.6814172,31,False,1.3787749,,,,,,,,41,26,0.16852987,47,15,0,0.015853388,73.591095,0,0,1.0432495,0.057837214,0.070481196,0.026176253,0.113755405,-8.677253,24.897213,-14.395714,15.279667,False,386,1310.7266737922814,1.287551,1017.99976,17.893587,43,425.2685974230886,7.5867677,56.05399,18.766884,42,1249.684947949416,10.516113,118.83525,17.005894,1.2778816,0.0,1.0,0.0,1.0,0.0,1.7609901,0.87329674,0.8876934,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.86967836207478,22.46362287134072,79.08179586082112,65.18021861767065,False,False,0,False,False,False,False,False,True,True,False,1.02590984e-13,7.838376e-13,0.9999864,4293.411,4277.498,4307.4487,4.5373,4.5187,4.5611,0.0725,0.0055,0.1703,1306.8909,1282.1561,1335.3273,0.5301,0.4984,0.562,0.387,0.3636,0.4107,0.2073,0.195,0.2197,PHOENIX,0,0.019369472,0.009136483,0.0010665387,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.5971428217792507,0.021416156,6.2653350301857,0.3343999
43437,1636148068921376768,Gaia DR3 573943562167938432,573943562167938432,23041485,2016.0,12.223480543611236,0.024278982,85.33146359738782,0.023245933,0.484547,0.025424832,19.058022,2.4503164,-2.233800838085627,0.034186326,-1.0070674863448963,0.03166877,-0.06964688,0.014041619,-0.23345248,0.097195655,0.0070180674,0.10960809,-0.01968657,-0.06097381,-0.0030471755,-0.021762047,362,0,356,6,-1.2986387,331.08743,0.0,0.0,31,False,1.5247288,,,,,,,,42,26,0.04790611,48,16,0,0.010755939,75.577194,0,0,0.9504548,0.07691948,0.023938246,0.040943377,0.1361428,-14.079227,29.631989,-12.572764,21.193855,False,397,9347.877498380489,4.4308844,2109.7092,15.760584,44,4686.695306286476,13.737181,341.16864,16.161375,41,6590.735555530925,13.532247,487.03928,15.200561,1.2064162,0.0,1.0,0.0,0.0,0.0,0.9608145,0.40079117,0.5600233,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.87590755841856,22.4599902767531,79.0791344610221,65.17350400777406,False,False,0,True,False,False,False,False,True,True,False,1.0239682e-13,5.1228444e-13,0.9999629,5396.986,5331.639,5481.35,4.3201,4.2881,4.4096,-0.4578,-0.5298,-0.3846,1531.9827,1346.5985,1637.8826,0.1604,0.1159,0.2157,0.1319,0.0952,0.1778,0.0709,0.0512,0.0957,MARCS,0,0.0031824033,0.002229258,0.00051463785,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.7969668217792503,0.003885522,3.882081809886932,0.11394123
43438,1636148068921376768,Gaia DR3 573943592230543872,573943592230543872,1744335431,2016.0,12.301664890853193,0.25731966,85.33686664765571,0.22893019,0.49952346,0.2631751,1.898065,2.8853433,-2.827798893610738,0.3612224,-0.5733753698786381,0.2997412,-0.13187188,-0.015267506,-0.261574,0.090520084,0.113671966,0.1270326,0.03562152,-0.09312846,0.10391865,-0.027564282,350,0,350,0,1.2673804,396.38104,0.608716,0.5187282,95,False,,1.380925,0.07560185,-0.08110247,0.19561766,0.2665078,-0.018816935,0.1861452,41,25,0.50722283,47,14,0,0.013679119,111.063324,0,0,1.0477211,0.11071405,0.07510628,0.031646367,0.09678802,-52.05258,14.378643,48.985046,18.871899,False,391,248.08645124001097,0.75670165,327.85242,19.70086,39,74.67852661268883,7.6941023,9.705944,20.655552,40,253.07978355900045,8.225152,30.76901,18.739752,1.3211455,0.0,1.0,0.0,2.0,0.0,1.9158001,0.95469284,0.96110725,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.88284785921172,22.465329246004824,79.09677503546182,65.1696605465681,False,False,0,False,False,False,False,False,False,False,False,1.1213243e-13,2.7302618e-10,0.9999962,,,,,,,,,,,,,,,,,,,,,,,0,0.11186302,0.03528668,0.0033116613,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.751952821779252,0.11729657,7.888457811222075,1.1440501
43442,1636148068921376768,Gaia DR3 573943630887412736,573943630887412736,1540856019,2016.0,12.11507518471718,0.038201284,85.33431376582533,0.035775714,0.4688959,0.038933884,12.043388,2.4261227,-2.1556563389361427,0.052206416,-1.113201285403712,0.047283303,-0.08402327,0.08132029,-0.30072668,0.11782044,-0.016296979,0.14802822,0.0004738211,-0.061664145,0.037598617,0.010157193,359,0,358,1,1.6761477,416.13773,0.107306235,0.72314304,31,False,1.4962856,,,,,,,,42,26,0.07363846,48,16,0,0.016641675,84.1722,1,0,1.0627775,0.084288314,0.038583007,0.019160615,0.13453466,-29.264856,16.911724,-45.425007,15.219091,False,395,4444.588276525595,2.1680477,2050.0417,16.567787,41,2092.245094150175,11.664627,179.36665,17.03701,43,3328.792252374206,11.73685,283.6189,15.942179,1.2196939,0.0,1.0,0.0,1.0,0.0,1.0948315,0.46922302,0.62560844,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8663993378829,22.46294257844431,79.07750372905498,65.18274830163297,False,False,0,True,False,False,False,False,True,True,False,1.0215875e-13,5.102887e-13,0.9999865,5204.6245,5171.4014,5241.559,4.5872,4.573,4.6,-0.4053,-0.445,-0.3575,1201.9402,1173.8438,1241.0059,0.3028,0.2778,0.3312,0.2445,0.224,0.2676,0.131,0.12,0.1434,MARCS,0,0.0060531665,0.0038281519,0.00052961666,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.9309838217792503,0.0071620927,4.6179875219459525,0.18030487
43443,1636148068921376768,Gaia DR3 573943695309737088,573943695309737088,917122842,2016.0,11.72373504193885,0.23160523,85.32570757498026,0.21437415,0.5594669,0.23113172,2.4205542,3.5790799,-3.5016874952410824,0.29556015,-0.7402685110526446,0.25849348,-0.1330503,0.08062364,-0.37969553,0.081235126,-0.010792327,0.085947596,-0.15319084,-0.00059405615,0.1599642,-0.07257508,366,0,363,3,1.5771748,420.065,0.72880805,1.0912201,31,False,1.3314285,,,,,,,,43,26,0.4255413,50,19,0,0.01637764,147.94588,1,0,1.058568,0.04798454,0.033128962,0.06576401,0.06273469,-23.090744,35.21218,-3.2046037,19.874966,False,403,305.10263391800686,0.81737465,373.27145,19.476252,43,90.84979899161996,6.93138,13.107029,20.442732,45,309.51197861490647,5.851899,52.89086,18.521202,1.31222,0.0,0.0,0.0,0.0,0.0,1.9215298,0.96648026,0.9550495,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8317801318251,22.454840923355743,79.03012495994636,65.20909515196871,False,False,0,False,False,False,False,False,False,False,False,5.1185663e-11,8.2152893e-13,0.999986,,,,,,,,,,,,,,,,,,,,,,,0,0.08283618,0.02052786,0.002908704,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.7576828217792517,0.08534182,7.90994224991989,0.8971019
43445,1636148068921376768,Gaia DR3 573943699606886656,573943699606886656,514249844,2016.0,11.689315108638938,0.060747806,85.33383033720393,0.051042628,0.59084266,0.056598403,10.439211,2.4862053,-2.2213343785034265,0.082023256,-1.1166422878127111,0.06375445,-0.08052715,-0.01606489,-0.48281345,0.015587633,0.059598368,0.05699114,-0.10236365,0.117013566,0.09285535,0.01272196,355,0,353,2,-0.8423139,339.4782,0.0,0.0,31,False,1.4663892,,,,,,,,41,25,0.118171364,47,18,0,0.011919344,77.972755,0,0,0.9672952,0.041774094,0.07210137,0.059964605,0.13452192,-40.336987,4.1904154,-9.902126,21.673122,False,384,2262.1949384680606,1.702151,1329.0214,17.301043,40,1007.026961145742,10.779565,93.42,17.83094,40,1783.0385126245903,8.3278475,214.10556,16.619993,1.2333444,0.0,0.0,0.0,2.0,0.0,1.210947,0.5298977,0.68104935,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.82891852075004,22.46301646574501,79.04565019061553,65.21470443272793,False,False,0,True,False,False,False,False,True,True,False,1.0230863e-13,5.12831e-13,0.9999717,4613.376,4575.9116,4672.756,4.4257,4.3904,4.5284,-0.9695,-1.1275,-0.8336,1668.4811,1382.8602,1732.7482,0.0576,0.0161,0.1184,0.045,0.0125,0.0928,0.024,0.0067,0.0496,PHOENIX,0,0.011622096,0.0050710323,0.0008169441,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.0470998217792484,0.01268024,5.8532204888038635,0.20801276
43446,1636148068921376768,Gaia DR3 573943699606889600,573943699606889600,1715983881,2016.0,11.826872619560955,0.009556752,85.32938137483964,0.00887539,0.5315514,0.009811905,54.17413,2.6652937,-2.41112554867434,0.012831441,-1.1358980469172533,0.010988281,-0.04114331,0.003961956,-0.29924494,0.01906858,0.06388336,0.026811242,-0.019862287,0.061209165,0.09434962,-0.023127366,369,353,367,2,2.5888236,601.5856,0.06467735,5.4675355,31,False,1.4400725,,,,,,,,43,26,0.018059319,49,18,0,0.00802239,99.63617,0,0,1.0967898,,,,,,,,,False,409,163586.814174813,24.118156,6782.7246,12.652996,47,67198.06548630274,45.11065,1489.6276,13.27015,47,136930.86020784115,37.982567,3605.0977,11.906642,1.2478324,0.0,0.0,0.0,0.0,0.0,1.3635082,0.6171541,0.7463541,-43.160378,0.48118687,1.0,19.0,7.0,17.0,24.315458,-0.93589926,0.8057022,978.0575,7.135174,4500.0,2.5,0.25,222.0,,,,11.592326,0.018182715,12.0,,NOT_AVAILABLE,122.84094194893468,22.45836102360056,79.04569537497493,65.20265723557849,False,False,0,True,True,False,False,False,False,True,False,1.0211345e-13,5.1005153e-13,0.999991,,,,,,,,,,,,,,,,,,,,,,,0,0.00072886416,0.00030116693,0.00016007376,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.1996608217792506,0.0007886346,0.9755407535514831,0.04008352
43447,1636148068921376768,Gaia DR3 573943699606890752,573943699606890752,226930585,2016.0,11.867532524294807,0.021144025,85.32805970501327,0.020741208,0.5474826,0.022271177,24.582563,2.6326475,-2.4250885078416307,0.027595472,-1.024586993536124,0.025566021,-0.02663024,0.081532806,-0.30173856,0.02534257,0.020677978,0.017653564,-0.1425901,0.023281744,0.14223126,-0.008492646,353,0,353,0,0.26497447,370.1099,0.0,0.0,31,False,1.5446957,,,,,,,,41,25,0.038875774,47,18,0,0.010424522,68.468506,0,0,1.0090997,0.06825655,0.013903593,0.08626567,0.031235948,-12.225037,58.405277,0.7668634,23.36892,False,396,12747.647423756269,3.4910402,3651.5327,15.423792,45,6711.594536671966,17.758638,377.93408,15.771478,41,8649.972332231098,15.530458,556.96826,14.905358,1.2050512,0.0,0.0,0.0,1.0,0.0,0.8661194,0.3476858,0.5184336,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8445001272529,22.456983208791524,79.04570903377662,65.19909191991067,False,False,0,True,False,False,False,False,False,True,False,1.0266168e-13,5.12791e-13,0.9999367,,,,,,,,,,,,,,,,,,,,,,,0,0.002872819,0.0019493682,0.00029733713,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.7022728217792515,0.0034717612,3.8104619337959296,0.08833434
43449,1636148068921376768,Gaia DR3 573943733966627584,573943733966627584,202830206,2016.0,11.851668181873611,0.015760705,85.33049829583996,0.015213964,0.50610435,0.01639367,30.871935,2.5563142,-2.354531692256061,0.020888785,-0.995451259119119,0.019120837,-0.087518916,0.051016416,-0.2870776,0.062132042,0.06588166,0.06857647,-0.09693192,0.03216543,0.06502992,-0.059591115,363,0,360,3,2.27231,431.34418,0.03396675,0.3971367,31,False,1.5266888,,,,,,,,42,26,0.029632993,49,18,0,0.0064954357,90.41642,0,0,1.085514,0.06268042,0.05318065,0.09397798,0.09755829,-26.482683,41.90403,-9.756395,23.51847,False,396,23880.5749581455,5.3482203,4465.144,14.742255,45,12125.334218609432,17.86472,678.7307,15.129308,43,16826.33837587381,13.376109,1257.9397,14.182921,1.2123524,0.0,0.0,0.0,0.0,0.0,0.94638634,0.38705254,0.5593338,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8431468337216,22.459443164393058,79.04995793394026,65.20119888176048,False,False,0,True,True,False,False,False,True,True,False,1.0246188e-13,5.1179205e-13,0.9999564,5510.1055,5473.598,5554.4316,3.9614,3.9327,3.9813,-0.1407,-0.1741,-0.0977,1467.1268,1451.7231,1495.6707,0.1896,0.1663,0.2178,0.1565,0.1371,0.1799,0.0838,0.0733,0.0963,MARCS,0,0.0015996569,0.0008631067,0.00024315817,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.7825398217792507,0.0018176511,2.9582737363624574,0.07033849
43450,1636148068921376768,Gaia DR3 573943768326357120,573943768326357120,1313475609,2016.0,11.539689568315612,0.029490434,85.3456920143415,0.027548663,0.53021926,0.030758403,17.238192,2.5511124,-2.3236611843770865,0.03989822,-1.0529830445200352,0.03335776,-0.103957035,0.022798616,-0.20854862,0.032020498,0.07648622,0.030181265,-0.008869402,-0.06528845,0.162712,-0.08735854,332,0,330,2,-0.30303082,330.63565,0.0,0.0,31,False,1.5309047,,,,,,,,39,25,0.056108516,47,17,0,0.015211757,72.94665,0,0,0.98711634,0.056197148,0.08921596,0.027306654,0.019477658,-50.31673,21.812738,57.495564,16.692205,False,370,7161.917823569908,3.0530462,2345.827,16.049793,38,3652.756470501073,13.088841,279.0741,16.43199,40,5008.066401802516,11.591134,432.0601,15.49872,1.2092882,0.0,1.0,0.0,2.0,0.0,0.9332695,0.38219643,0.5510731,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.81603473283964,22.47512991962036,79.06127977345851,65.2303752961723,False,False,0,True,False,False,False,False,True,True,False,1.0230491e-13,5.110088e-13,0.99997205,5398.2686,5347.019,5437.1387,4.4035,4.379,4.4277,-0.3942,-0.446,-0.349,1572.968,1513.9495,1633.3212,0.0803,0.0457,0.1049,0.0661,0.0375,0.0865,0.0355,0.0201,0.0465,MARCS,0,0.0038904944,0.0025129286,0.00046283728,0.089999996,0.22888626,0.29651728,0.1736319,0.98152196,0.730143,0.54990894,0.432171,0.35237697,0.22116329,0.13085099,0.0844254,0.8103846237850174,0.004631496,4.443184117453576,0.12596954
43451,1636148068921376768,Gaia DR3 573943768326360832,573943768326360832,771954907,2016.0,11.558180613561902,0.018797081,85.33629033782962,0.01935949,0.5532931,0.019787325,27.961996,2.4814544,-2.2521544266867366,0.024026923,-1.041833149122968,0.023695681,0.025010195,-0.01761673,-0.3181231,-0.018812638,-0.046946283,-0.018659262,-0.24811397,0.045367952,0.12155724,0.034416292,316,0,315,1,0.6155025,338.20563,0.0,2.2828866e-15,31,False,1.5451528,,,,,,,,37,24,0.034327723,43,18,0,0.015611553,68.133995,2,0,1.0237368,0.031698514,0.062266678,0.031202817,0.061860435,-43.67455,-58.39565,-4.333307,25.208084,False,364,17646.736005928884,5.2796607,3342.3997,15.070706,42,9310.26115059576,21.082422,441.6125,15.416138,42,12062.865753689755,21.004318,574.3041,14.54427,1.211166,0.0,2.0,0.0,1.0,0.0,0.87186813,0.34543133,0.5264368,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8174355714122,22.465697440186656,79.0417266808596,65.22552521116245,False,False,0,True,False,False,False,False,True,True,False,1.0258483e-13,5.1240625e-13,0.9999443,5750.6064,5729.6763,5771.6133,3.9599,3.9425,3.9795,-0.5774,-0.5997,-0.5541,1764.001,1730.9084,1795.9803,0.1657,0.1529,0.1777,0.1387,0.1279,0.1488,0.0748,0.0689,0.0803,PHOENIX,0,0.0024585722,0.0018905249,0.00032483734,0.089999996,0.22888626,0.29651728,0.1736319,0.98152196,0.730143,0.54990894,0.432171,0.35237697,0.22116329,0.13085099,0.0844254,0.7489826237850199,0.0031013966,3.556596015959739,0.07765867
43452,1636148068921376768,Gaia DR3 573943768326361472,573943768326361472,1180775371,2016.0,11.582306960704289,0.011264933,85.33575364632603,0.010844474,0.5141209,0.01175819,43.724495,2.631848,-2.182766783920533,0.0145395985,-1.4704262550067275,0.013157969,0.010999043,-0.011854418,-0.25834468,0.016754564,0.064025044,0.018350273,-0.05178066,0.050349765,0.06153733,-0.001800599,343,334,340,3,6.2353244,827.93677,0.10398521,15.606927,31,False,1.444459,,,,,,,,40,25,0.02039183,46,18,0,0.01544533,105.38601,0,0,1.2492468,,,,,,,,,False,381,268409.61547726626,35.63107,7533.0215,12.115372,42,111647.22070333462,82.6671,1350.5642,12.718923,43,222768.3962981671,64.98696,3427.8938,11.378262,1.2459152,0.0,18.0,0.0,20.0,0.0,1.340661,0.6035509,0.73711014,-42.515247,1.2273039,1.0,16.0,2.0,14.0,35.40566,11.32468,0.0,909.34576,11.476746,4500.0,2.0,0.25,444.0,7.656426,5.7722054,13.0,11.072858,0.013912097,14.0,,NOT_AVAILABLE,122.81954535089386,22.465118365866992,79.04225739363342,65.2235035598259,False,False,2,True,True,False,False,False,False,True,False,1.0204958e-13,5.0973256e-13,0.9999973,,,,,,,,,,,,,,,,,,,,,,,0,0.00080391305,0.00031673565,0.00014413024,0.089999996,0.22888626,0.29651728,0.1736319,0.98152196,0.730143,0.54990894,0.432171,0.35237697,0.22116329,0.13085099,0.0844254,1.2177756237850197,0.00086405885,0.4418119617910392,0.049662814
43457,1636148068921376768,Gaia DR3 573943802686095104,573943802686095104,477684699,2016.0,11.694459375675985,0.016312985,85.35081841552983,0.015485158,0.56049186,0.016854027,33.25566,2.4809291,-2.3059691090955177,0.021734357,-0.9151587482791632,0.019298911,-0.074514836,0.04739479,-0.29573995,0.04741257,0.056077924,0.057001214,-0.04204868,0.038947314,0.08903632,-0.03663151,368,0,368,0,2.0622659,435.61896,0.020608153,0.13271677,31,False,1.5387825,,,,,,,,43,26,0.030658297,49,18,0,0.01696556,78.94447,0,0,1.0765648,0.04336496,0.05084592,0.06395837,0.0813042,-57.37324,26.762922,-9.563865,20.873507,False,411,21467.32826874444,5.297208,4052.5742,14.857922,45,11132.460392985186,15.815732,703.88525,15.222064,45,14748.894073234029,10.164847,1450.9706,14.325996,1.205616,0.0,0.0,0.0,0.0,0.0,0.8960676,0.36414242,0.5319252,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.82973127674006,22.479993074177465,79.08367939530604,65.22059173830418,False,False,0,True,True,False,False,False,True,True,False,1.0240422e-13,5.1150414e-13,0.9999622,5717.0957,5692.5327,5741.5815,4.0952,4.0647,4.1394,-0.1237,-0.1452,-0.1003,1404.234,1332.0573,1460.0555,0.2228,0.2059,0.2378,0.1858,0.1716,0.1983,0.0996,0.0921,0.1064,MARCS,0,0.0015424903,0.0007482827,0.00026791272,0.089999996,0.22888626,0.29651728,0.1736319,0.98152196,0.730143,0.54990894,0.432171,0.35237697,0.22116329,0.13085099,0.0844254,0.7731826237850186,0.0017144105,3.3718822273702624,0.06529687
43458,1636148068921376768,Gaia DR3 573943832748726400,573943832748726400,460809072,2016.0,11.77485190805086,0.08055323,85.35696992258408,0.07415924,0.60467935,0.08132828,7.4350443,2.859775,-2.48819289347733,0.109645575,-1.4096839842208166,0.09108757,-0.1598976,0.040570952,-0.30558857,0.08327381,0.07852424,0.08810233,-0.05715715,-0.08450181,0.13190606,-0.12199763,363,0,360,3,-0.092617184,367.6103,0.0,0.0,31,False,1.423581,,,,,,,,42,26,0.15681835,47,17,0,0.014547201,71.70373,0,0,0.9955884,0.10420704,0.074123606,0.03388511,0.07314864,-58.951065,27.54848,-39.40924,19.84088,False,378,1239.4839870026665,1.3475356,919.81537,17.954264,43,483.03585111949,7.7001777,62.73048,18.628593,42,1058.1131246987084,9.5452385,110.852455,17.186565,1.2433795,0.0,2.0,0.0,1.0,0.0,1.442028,0.67432976,0.7676983,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.83690343599147,22.486020352386586,79.10305885835412,65.21681520510379,False,False,0,False,False,False,False,False,True,True,False,1.02177815e-13,5.4375075e-13,0.9999854,4314.859,4267.6772,4452.3384,4.6956,4.6386,4.7217,-0.4104,-0.5495,-0.0216,1246.7892,1173.5333,1474.3564,0.0552,0.0138,0.1135,0.0415,0.0103,0.0856,0.022,0.0055,0.0452,PHOENIX,0,0.017307954,0.009794426,0.0011803849,0.089999996,0.22888626,0.29651728,0.1736319,0.98152196,0.730143,0.54990894,0.432171,0.35237697,0.22116329,0.13085099,0.0844254,1.319142623785016,0.019887082,6.63300341361904,0.29206148
