,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,G,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,BP,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,RP,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,label,BP_err,RP_err,G_err,E(B_V),A_G,A_BP,A_RP,A_g,A_r,A_i,A_z,A_y,A_J,A_H,A_K,color,color_error,mag_abs,mag_abs_error
42612,1636148068921376768,Gaia DR3 573934761779016192,573934761779016192,889376914,2016.0,11.837864425611324,0.043738615,85.13777288971549,0.041647505,0.51578915,0.045416437,11.356882,2.6078978,-2.457236486921908,0.053600073,-0.8735673329179857,0.052104905,-0.06824836,0.051227417,-0.36060396,0.11302803,-0.0032075574,0.11364022,-0.11744297,-0.09708525,0.14915363,-0.048424955,356,0,355,1,-0.32611448,355.5243,0.0,0.0,31,False,1.4942484,,,,,,,,41,26,0.07791011,46,18,0,0.013972802,95.32175,0,0,0.9867511,0.0824252,0.026557725,0.049816545,0.10278577,4.5740027,58.400856,52.955086,17.560965,False,389,3472.959055037778,1.9955716,1740.333,16.835617,39,1651.4518247390486,10.704115,154.28197,17.293877,39,2582.195380040174,11.344924,227.60799,16.217922,1.2190317,0.0,3.0,0.0,1.0,0.0,1.0759544,0.45825958,0.61769485,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8383552017907,22.26676529613286,78.62358761905159,65.12994635997754,False,False,0,True,False,False,False,False,True,True,False,1.0233423e-13,5.111666e-13,0.9999691,4979.8584,4961.017,5006.491,4.5143,4.4934,4.5299,-0.3626,-0.3991,-0.3153,1537.9597,1498.3973,1598.2546,0.01,0.0022,0.0265,0.008,0.0017,0.0212,0.0042,0.0009,0.0113,PHOENIX,0,0.00703735,0.0047702026,0.0006238669,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.8984539175796478,0.008501713,5.067364537851333,0.19120423
42613,1636148068921376768,Gaia DR3 573934761779018368,573934761779018368,375798062,2016.0,11.826147290223874,0.021446146,85.1433183237864,0.020922001,0.54710364,0.023186535,23.595747,2.5089612,-2.2846469479945464,0.026689751,-1.0369542268947112,0.026170416,-0.051807724,-0.025169464,-0.29145324,0.06096176,-0.018604899,0.07277319,-0.14137922,-0.10959488,0.2176792,-0.06047315,349,0,349,0,-1.400546,321.54895,0.0,0.0,31,False,1.5434992,,,,,,,,40,25,0.038593996,45,17,0,0.013964295,73.41244,0,0,0.9461313,0.13620315,0.010420784,0.088332474,0.06201492,-11.372505,-84.81125,51.95288,19.272385,False,381,13062.067369224344,4.0698266,3209.49,15.397337,41,6833.187683926996,12.945105,527.8588,15.751984,37,8878.068225787772,11.7144375,757.874,14.877099,1.2028154,0.0,1.0,0.0,0.0,0.0,0.8748846,0.35464668,0.5202379,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.83738612031426,22.272327022978452,78.63490311305065,65.13296179472212,False,False,0,True,False,False,False,False,True,True,False,1.03066034e-13,5.148109e-13,0.99989665,6064.9355,6023.403,6084.3545,4.235,4.1056,4.2753,0.1654,0.1093,0.1818,1840.9089,1691.4672,2247.08,0.3773,0.3537,0.3888,0.3177,0.2976,0.3276,0.1701,0.1594,0.1755,MARCS,0,0.0020568685,0.0014326078,0.00033828933,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.6973839175796517,0.0025066058,3.7570716842288974,0.092028745
42614,1636148068921376768,Gaia DR3 573934761779019776,573934761779019776,846997698,2016.0,11.760038815218318,0.117515035,85.14946315749577,0.10683345,0.5755912,0.12296289,4.6810155,2.3755336,-2.1864058958836576,0.14390475,-0.9288645495931512,0.13137917,-0.02791544,0.14585778,-0.2613379,0.15350495,0.046413567,0.13108118,-0.011141686,-0.1644755,0.1476141,-0.034107395,366,0,365,1,-0.92928785,349.53745,0.0,0.0,31,False,1.3716712,,,,,,,,42,27,0.20491779,47,17,0,0.027348213,93.87694,0,0,0.96465313,0.08835707,0.024731107,0.09666477,0.11546212,4.598593,-4.597921,-59.005394,17.092094,False,394,734.954437928161,1.1625483,632.1926,18.521715,39,241.29628877853972,7.663563,31.486176,19.382166,35,700.9026904706241,7.137388,98.20156,17.63375,1.2819829,0.0,1.0,0.0,0.0,0.0,1.748415,0.86045074,0.88796425,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.83146140631276,22.27857098987168,78.64341851087758,65.1404602500012,False,False,0,False,False,False,False,False,True,False,False,2.5689843e-11,4.94273e-10,0.9999863,3814.6023,3802.7783,3829.9243,4.7686,4.703,4.8275,-1.0594,-1.1904,-0.9211,831.0491,779.0269,884.5872,0.0024,0.0004,0.0082,0.0017,0.0003,0.0059,0.0009,0.0001,0.0032,PHOENIX,0,0.03448295,0.0110562015,0.0017174137,0.10168039,0.25859162,0.33499995,0.19616622,1.108906,0.82490253,0.62127733,0.48825905,0.39810923,0.24986635,0.14783312,0.0953823,1.6095822685871148,0.03621206,7.063694223489762,0.46389234
42615,1636148068921376768,Gaia DR3 573934796138759168,573934796138759168,304374443,2016.0,11.812527481042991,0.11709027,85.15181820047738,0.11261435,0.4943493,0.12455432,3.9689453,4.279004,-4.273985912313344,0.14174533,0.207170035184975,0.13801597,0.00017674705,0.059088066,-0.25105664,0.07761695,0.05324138,0.07454523,-0.06187554,-0.08552079,0.09057958,0.031642083,377,0,377,0,0.6478454,406.27325,0.13714066,0.10731923,31,False,1.3604769,,,,,,,,43,27,0.19984002,48,18,0,0.015930833,86.47975,0,0,1.022942,0.1285981,0.030474482,0.083538294,0.10552599,-16.12415,-61.81634,-57.223766,24.369915,False,408,686.3500979484556,1.1179352,613.94446,18.596003,42,227.413126446364,8.058234,28.22121,19.446503,43,667.906739612617,7.233392,92.33659,17.686106,1.3044653,0.0,1.0,0.0,1.0,0.0,1.760397,0.8505001,0.90989685,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.83630166005732,22.28084571843178,78.65258617304582,65.1372385268356,False,False,0,False,False,False,False,False,True,False,False,1.0312948e-13,9.089603e-13,0.99998474,3818.707,3794.1953,3887.526,4.8614,4.7884,4.9003,-0.7159,-0.813,-0.5384,829.8875,763.6175,970.331,0.1078,0.0601,0.2105,0.0772,0.0429,0.1509,0.0418,0.0233,0.0818,PHOENIX,0,0.038472347,0.011758462,0.00176846,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,1.582895917579652,0.04022913,6.73555908010292,0.54711854
42619,1636148068921376768,Gaia DR3 573934899217964416,573934899217964416,803405727,2016.0,11.404306353056194,0.15682285,85.13409424507213,0.15095134,0.5431674,0.17064406,3.1830432,2.4858212,-2.27223243529686,0.1883624,-1.0081005368034464,0.17707533,-0.057763517,0.12356009,-0.26559728,0.15373008,-0.13752688,0.18140826,0.08233904,-0.20144145,0.03558507,-0.052914433,336,0,334,2,0.52233785,356.24283,0.0,0.0,95,False,,1.4183611,0.044819247,0.06589191,0.10870507,0.121685214,0.062256005,0.020489406,38,26,0.27135652,43,16,0,0.02115006,96.99485,0,0,1.01944,0.055810504,0.045605253,0.1769665,0.14034797,8.876215,38.835968,-57.062653,20.841959,False,366,509.3573794006068,1.0193392,499.6937,18.919811,41,154.70660477496548,6.2784204,24.641006,19.86477,37,486.5906076402089,8.63439,56.35495,18.029985,1.2590319,0.0,2.0,0.0,1.0,0.0,1.8347855,0.94495964,0.8898258,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.7985571267734,22.26385155286661,78.58267022713135,65.1626454431492,False,False,0,False,False,False,False,False,True,False,False,1.8114472e-11,7.537875e-11,0.99999964,3765.6917,3740.3909,3813.7166,4.9183,4.8201,4.983,-0.8217,-0.9662,-0.6052,834.9738,721.8909,1022.897,0.0288,0.0077,0.0936,0.0205,0.0055,0.067,0.0111,0.003,0.0364,PHOENIX,0,0.04406217,0.019266032,0.0021728035,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,1.657283917579651,0.04809007,7.263866086374282,0.68220353
42620,1636148068921376768,Gaia DR3 573934903513956992,573934903513956992,392713476,2016.0,11.256765904278724,0.019813685,85.1504690365193,0.019108864,0.53093076,0.02106059,25.209682,2.4772787,-2.255632704268459,0.025111856,-1.0242222540897383,0.022911957,-0.013457195,0.025768386,-0.34738246,0.06138162,-0.16002448,0.10968593,0.062233407,-0.15681969,0.085860714,0.03661321,319,0,318,1,-0.11079719,322.46786,0.0,0.0,31,False,1.5423472,,,,,,,,36,25,0.03583976,42,16,0,0.02861706,86.99568,0,0,0.9945117,0.10351923,0.029787963,0.18439594,0.19839188,-10.352937,-58.71043,56.367847,20.511274,False,348,16787.834502559763,5.2147,3219.3289,15.12488,36,8770.083530137335,18.849731,465.26306,15.481033,38,11368.686959496135,13.057631,870.65466,14.60862,1.199605,0.0,1.0,0.0,1.0,0.0,0.87241364,0.3561535,0.51626015,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.78551440388676,22.28054154818325,78.60786857750985,65.18031681497098,False,False,0,True,False,False,False,False,True,True,False,1.0259681e-13,5.1246637e-13,0.99994314,5799.3853,5769.6807,5830.99,3.8672,3.833,3.9246,-0.2753,-0.3035,-0.2468,2295.9421,2102.8384,2404.103,0.1596,0.1455,0.1767,0.1332,0.1213,0.1476,0.0713,0.065,0.079,PHOENIX,0,0.0023335963,0.0012470343,0.00033725545,0.08,0.20345445,0.26357093,0.15433946,0.87246394,0.649016,0.48880798,0.384152,0.313224,0.1965896,0.116312,0.075044796,0.763181527984619,0.002645896,3.546614854578971,0.0861371
42621,1636148068921376768,Gaia DR3 573934903513961600,573934903513961600,722231485,2016.0,11.336372373765398,0.031455282,85.13856079845722,0.03181624,0.4723354,0.035620254,13.2603035,2.47053,-2.219847047143812,0.040341534,-1.0843421275581424,0.039618887,-0.036114592,0.02147567,-0.21866624,0.0835189,-0.1655695,0.13041459,0.13392028,-0.25510028,0.030502958,-0.009328827,318,0,318,0,0.06432423,327.72397,0.0,0.0,31,False,1.5243446,,,,,,,,36,24,0.0570652,42,14,0,0.027648015,88.981445,0,0,1.0015063,0.061286855,0.021840964,0.2366437,0.1772351,38.626297,58.699802,59.712044,20.560076,False,348,6288.668380606015,2.6946402,2333.7693,16.19097,39,3175.7971635997897,12.635915,251.33101,16.58391,36,4412.377014182869,10.184651,433.2379,15.636214,1.2066424,0.0,27.0,0.0,25.0,0.0,0.94769573,0.39294052,0.5547552,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.79245580673503,22.268460659865767,78.58745340912141,65.16965184935711,False,False,0,True,False,False,False,False,True,True,False,1.02389424e-13,5.114309e-13,0.99996364,5274.457,5259.5977,5302.593,4.4266,4.4072,4.4466,-0.2922,-0.3237,-0.2572,1583.3367,1528.3293,1641.0273,0.0139,0.0033,0.035,0.0114,0.0027,0.0286,0.0061,0.0014,0.0153,MARCS,0,0.0043199454,0.002506097,0.0004652286,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.7701949175796496,0.0049942415,4.231608953447342,0.16375802
42623,1636148068921376768,Gaia DR3 573934933577714560,573934933577714560,1112806128,2016.0,11.274734177004364,0.22168227,85.16453927706704,0.21502788,0.5050322,0.22963409,2.1992908,2.748227,-2.409349336635188,0.2711331,-1.322038865900275,0.25260437,-0.01596526,0.03004313,-0.408987,0.12555887,-0.23799531,0.17643514,0.21459134,-0.09695365,-0.096474946,0.050999723,317,0,315,2,-0.55072117,309.3482,0.0,0.0,31,False,1.3418448,,,,,,,,36,24,0.39356756,42,15,0,0.034403235,85.18419,0,0,0.9768971,0.048596475,0.06326703,0.17952134,0.23895776,8.23137,-62.88878,55.564396,23.430984,False,346,352.3847187071776,1.0374216,339.67358,19.319824,32,96.6678232777063,8.099421,11.935153,20.375338,34,342.325562840569,9.748083,35.117218,18.411797,1.2457787,0.0,2.0,0.0,2.0,0.0,1.963541,1.0555134,0.90802765,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.78755989558898,22.2945661764498,78.64035817837434,65.1840990062578,False,False,0,False,False,False,False,False,False,False,False,7.078403e-11,2.6650426e-10,0.9999991,,,,,,,,,,,,,,,,,,,,,,,0,0.09096961,0.03091749,0.0031964106,0.12336186,0.31373152,0.4064325,0.23799507,1.3453598,1.0007979,0.7537533,0.59237134,0.4829987,0.30314574,0.17935582,0.11572083,1.7951035637769692,0.09607997,7.522687723039628,0.9873563
42626,1636148068921376768,Gaia DR3 573934937873689984,573934937873689984,1217598964,2016.0,11.32365670696498,0.017542286,85.16333162945004,0.017007066,0.52422786,0.018702438,28.029919,2.6039958,-2.362092472325243,0.022420019,-1.0960442875539893,0.021679759,0.007920117,-0.04552979,-0.30884662,0.046929568,-0.07876614,0.07131811,0.010399113,-0.10524781,0.05868798,0.040632382,327,0,327,0,1.1429117,364.06995,0.024974605,0.1768963,31,False,1.539967,,,,,,,,37,25,0.031817343,43,16,0,0.019223774,93.37268,1,0,1.044323,0.08108056,0.040150266,0.16058691,0.23608582,-7.6691585,-60.9217,58.196228,22.470741,False,357,20614.48769689795,5.2250075,3945.3508,14.901936,40,10709.506939892952,16.723047,640.40405,15.264118,41,14044.732894147935,13.002453,1080.1603,14.379112,1.2008176,0.0,1.0,0.0,1.0,0.0,0.88500595,0.36218262,0.52282333,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.79198180563746,22.29325092048518,78.64131320152276,65.17982015839098,False,False,0,True,True,False,False,False,True,True,False,1.02720444e-13,5.130837e-13,0.9999309,5566.462,5518.376,5632.169,4.1437,4.1269,4.1631,-0.2108,-0.2654,-0.1432,1648.8783,1596.2343,1697.0444,0.0951,0.0662,0.1371,0.079,0.0549,0.1141,0.0424,0.0294,0.0612,MARCS,0,0.0016953924,0.0010051621,0.00027519383,0.090959825,0.23132727,0.29967958,0.17548364,0.9919897,0.7379298,0.5557736,0.43677998,0.35613498,0.22352195,0.1322465,0.08532577,0.7608100666580206,0.0019709659,3.268209194551467,0.0774703
42627,1636148068921376768,Gaia DR3 573934937873691520,573934937873691520,198727751,2016.0,11.360107861707856,0.06091945,85.16014188905837,0.05646376,0.5772649,0.06293574,9.172291,2.485056,-2.302402182135416,0.075202405,-0.9351187496918164,0.069055945,-0.0044584037,-0.043835614,-0.3481003,0.05746871,-0.10321675,0.10305698,0.07746492,-0.10804795,0.050128866,0.06329043,334,0,334,0,1.3746947,380.30145,0.22953479,1.4225162,31,False,1.4726394,,,,,,,,38,25,0.10774292,44,16,0,0.025045624,87.55354,0,0,1.0530361,0.055801693,0.04792321,0.17449602,0.21143351,1.6435417,-44.118164,57.138317,21.225063,False,357,2414.2945106992206,1.7691818,1364.639,17.23039,36,1078.97135103464,12.245194,88.11386,17.756018,35,1869.84570796839,12.680552,147.45776,16.56838,1.2213991,0.0,0.0,0.0,1.0,0.0,1.1876373,0.52562714,0.6620102,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.7952156424863,22.289983897110773,78.6369640695093,65.1757837039731,False,False,0,True,False,False,False,False,True,True,False,1.0221251e-13,5.1547145e-13,0.9999812,4683.4546,4671.1167,4704.846,4.4872,4.4693,4.5076,-0.5611,-0.6394,-0.4953,1596.7444,1536.9645,1650.4142,0.0126,0.0039,0.0309,0.0099,0.003,0.0242,0.0052,0.0016,0.0129,PHOENIX,0,0.012321969,0.007363032,0.00079562154,0.08,0.20345445,0.26357093,0.15433946,0.87246394,0.649016,0.48880798,0.384152,0.313224,0.1965896,0.116312,0.075044796,1.078406527984619,0.014354273,5.833811255946159,0.23674397
42628,1636148068921376768,Gaia DR3 573934967937451264,573934967937451264,1737180936,2016.0,11.111468970387657,0.022272428,85.15580766582495,0.02300215,0.5210933,0.024195665,21.536638,2.4686635,-2.2552728060110097,0.027926184,-1.0040138778093315,0.029014984,0.04995731,0.07819329,-0.32346573,0.084235266,-0.046235025,0.10827424,0.073580615,-0.1450293,0.100236185,0.1068363,285,0,285,0,0.43383518,302.4353,0.044768866,0.36148396,31,False,1.5457778,,,,,,,,33,25,0.041757345,39,14,0,0.029464824,80.19831,0,0,1.0171913,0.06990465,0.10969774,0.23694229,0.20181546,-25.1348,-61.840775,57.211365,18.080107,False,314,14313.174496174384,4.47082,3201.465,15.298027,35,7546.3057695072,14.480937,521.12,15.644206,33,9653.299819167984,16.571575,582.52155,14.786206,1.2016625,0.0,0.0,0.0,0.0,0.0,0.8579998,0.346179,0.5118208,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.77241453260572,22.286223279928368,78.60893477876631,65.19369643820312,False,False,0,True,False,False,False,False,True,True,False,1.0259681e-13,5.124666e-13,0.99994314,5849.785,5828.6313,5874.027,4.1688,4.1466,4.1934,-0.254,-0.2725,-0.233,1638.0309,1594.1027,1683.934,0.1456,0.1345,0.158,0.1218,0.1125,0.1323,0.0652,0.0602,0.0709,PHOENIX,0,0.0020834669,0.0018638559,0.0003391373,0.09616901,0.24457517,0.31684193,0.18553342,1.0488,0.78019035,0.58760226,0.46179396,0.37653053,0.23632285,0.13982013,0.0902123,0.7266914891004568,0.002795495,3.6380292685527795,0.10082746
42630,1636148068921376768,Gaia DR3 573934972233977344,573934972233977344,910637841,2016.0,11.051413067473048,0.013532123,85.1587089303656,0.013189122,0.55628085,0.0145110525,38.334976,2.6456623,-2.4323831030830605,0.018422395,-1.0406929156950526,0.01661404,-0.052005377,0.017852906,-0.2507218,-0.008435679,-0.026838653,0.041993663,0.16720654,-0.078052826,0.13309368,0.032549296,313,313,313,0,-1.3723129,1062.8147,0.12718683,21.813522,95,False,,1.3706597,0.0038392085,-0.093074605,0.12362956,0.14559828,0.115172386,0.05021293,35,26,0.025841273,42,42,0,0.008820851,98.89208,0,0,0.944067,,,,,,,,,False,352,909035.1121256752,238.69595,3808.339,10.7909155,38,301790.85877867707,245.68446,1228.3677,11.639277,37,876749.1802245624,389.79907,2249.2336,9.890707,1.2964736,0.0,0.0,0.0,0.0,0.0,1.7485704,0.84836197,0.9002085,-41.64048,0.17021953,1.0,17.0,6.0,15.0,90.33239,-0.24896283,0.39174396,883.62134,1.4560165,4500.0,3.0,0.0,333.0,10.333869,1.4294778,10.0,9.524305,0.00826175,10.0,,NOT_AVAILABLE,122.76703120123886,22.28927455983934,78.6109440548702,65.19947671929646,False,False,0,True,True,False,False,False,False,True,False,1.02152004e-13,5.1024414e-13,0.9999872,,,,,,,,,,,,,,,,,,,,,,,0,0.00088388537,0.00048271386,0.00028509443,0.08,0.20345445,0.26357093,0.15433946,0.87246394,0.649016,0.48880798,0.384152,0.313224,0.1965896,0.116312,0.075044796,1.6393385279846182,0.0010071078,-0.6860684793443674,0.056645393
42631,1636148068921376768,Gaia DR3 573935002297190656,573935002297190656,669587503,2016.0,11.154643956462843,0.047269,85.16382530853834,0.042387042,0.59428346,0.04846663,12.2617035,2.58865,-2.375201644212421,0.060276568,-1.02933266716744,0.052064855,-0.06303109,-0.025860408,-0.35993212,0.08374558,-0.12597343,0.13642345,0.04846005,-0.17520958,0.09723049,-0.015114372,310,0,310,0,-0.4702933,305.52777,0.0,0.0,31,False,1.4979326,,,,,,,,36,24,0.08618055,42,15,0,0.024204731,84.96102,1,0,0.9799332,0.08030054,0.050707754,0.22304627,0.18302882,-27.86975,10.799201,56.578163,17.290215,False,341,3642.420043420776,2.1426194,1699.9846,16.783892,34,1740.0592008816218,13.38477,130.00291,17.237133,35,2675.3397968654463,11.602364,230.58575,16.179447,1.2122158,0.0,2.0,0.0,0.0,0.0,1.0576859,0.45324135,0.6044445,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.77660114860352,22.294131988281634,78.6298977053961,65.1932494642823,False,False,0,True,False,False,False,False,True,True,False,1.0248663e-13,5.1194547e-13,0.9999541,5022.2153,5007.4067,5040.509,4.5137,4.4895,4.5283,-0.4247,-0.4635,-0.3893,1540.3197,1502.0408,1606.0597,0.0067,0.0018,0.0168,0.0054,0.0014,0.0135,0.0029,0.0007,0.0072,PHOENIX,0,0.00835163,0.0047086007,0.00063867413,0.08,0.20345445,0.26357093,0.15433946,0.87246394,0.649016,0.48880798,0.384152,0.313224,0.1965896,0.116312,0.075044796,0.9484545279846195,0.009587525,5.450405726115228,0.177095
