obj_id,oid,link_bibcode,ra,dec,coo_bibcode,parallax,parallax_err,parallax_bibcode,pmra,pmdec,pm_err,pm_bibcode,radvel,radvel_err,rvz_bibcode,ids,EDR3 id,DR2 id,TIC
Cl* NGC 188 DGV 241,303004,2020A&A...640A...1C,10.33252640559,85.02416292,2020yCat.1350....0G,0.5276,0.010400000028312206,2020yCat.1350....0G,-2.243,-1.102,3.0,2020yCat.1350....0G,-43.06,1.9800000190734863,2018yCat.1345....0G,Gaia EDR3 573557908465908096|TIC 461599088|2MASS J00411980+8501269|Cl* NGC  188    DGV     241|Cl* NGC  188    PKM    8129|Cl* NGC  188     MT       6|Cl* NGC  188    SMV    5105|Gaia DR2 573557908465908096,573557908465908096,573557908465908096,461599088
Cl* NGC 188 PKM 7533,4922600,2020A&A...640A...1C,7.93252337416,84.96144953317,2020yCat.1350....0G,0.4623,0.0502999983727932,2020yCat.1350....0G,-2.159,-1.109,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573565295809437568|TIC 461595455|Cl* NGC  188    PKM    7533|Cl* NGC  188    SMV    1665|2MASS J00314381+8457413|Gaia DR2 573565295809437568,573565295809437568,573565295809437568,461595455
Cl* NGC 188 DGV 250,304303,2020A&A...640A...1C,7.63285357974,84.98081832375,2020yCat.1350....0G,0.5213,0.02070000022649765,2020yCat.1350....0G,-2.316,-1.113,3.0,2020yCat.1350....0G,-42.04,,2008AJ....135.2264G,Gaia EDR3 573565501967863680|TIC 461595464|2MASS J00303188+8458508|Cl* NGC  188    DGV     250|Cl* NGC  188    PKM    7453|Cl* NGC  188    SMV    1341|Gaia DR2 573565501967863680,573565501967863680,573565501967863680,461595464
Cl* NGC 188 DGV 176,304351,2020A&A...640A...1C,9.7944389572,84.97376459245,2020yCat.1350....0G,0.5012,0.03200000151991844,2020yCat.1350....0G,-2.42,-1.172,3.0,2020yCat.1350....0G,-42.11,,2008AJ....135.2264G,Gaia EDR3 573567563552175104|TIC 461597234|2MASS J00391067+8458256|Cl* NGC  188    DGV     176|Cl* NGC  188    PKM    7997|Cl* NGC  188    SMV    4242|Gaia DR2 573567563552175104,573567563552175104,573567563552175104,461597234
Cl* NGC 188 PKM 9108,4923569,2020A&A...640A...1C,9.36040987677,85.00703737906,2020yCat.1350....0G,0.4773,0.05249999836087227,2020yCat.1350....0G,-2.145,-1.075,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573569315898823936|TIC 461597254|Cl* NGC  188    PKM    9108|Cl* NGC  188    SMV    3623|2MASS J00372656+8500252|Gaia DR2 573569315898823936,573569315898823936,573569315898823936,461597254
Cl* NGC 188 DGV 232,304348,2020A&A...640A...1C,9.4948793914,85.02593794367,2020yCat.1350....0G,0.5093,0.030799999833106995,2020yCat.1350....0G,-2.354,-1.13,3.0,2020yCat.1350....0G,-41.83,,2008AJ....135.2264G,Gaia EDR3 573569453337775616|TIC 461597262|2MASS J00375878+8501333|Cl* NGC  188    DGV     232|Cl* NGC  188    PKM    7970|Cl* NGC  188    SMV    3820|Gaia DR2 573569453337775616,573569453337775616,573569453337775616,461597262
Cl* NGC 188 DGV 235,303003,2020A&A...640A...1C,9.92627924336,85.05259793143,2020yCat.1350....0G,0.5493,0.018400000408291817,2020yCat.1350....0G,-2.332,-1.013,3.0,2020yCat.1350....0G,-42.32,,2008AJ....135.2264G,Gaia EDR3 573569728215680384|TIC 461599110|2MASS J00394236+8503091|Cl* NGC  188    DGV     235|Cl* NGC  188    PKM    8111|Cl* NGC  188    SMV    4498|Gaia DR2 573569728215680384,573569728215680384,573569728215680384,461599110
Cl* NGC 188 PKM 7586,4923112,2020A&A...640A...1C,8.73710977787,85.04966199728,2020yCat.1350....0G,0.4291,0.06449999660253525,2020yCat.1350....0G,-2.171,-1.017,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573570204954828800|TIC 461597282|Cl* NGC  188    PKM    7586|Cl* NGC  188    SMV    2753|2MASS J00345685+8502587|Gaia DR2 573570204954828800,573570204954828800,573570204954828800,461597282
NGC 188 3005,303077,2004PASP..116.1012S,10.534774813920002,85.20026439479,2020yCat.1350....0G,0.5619,0.021299999207258224,2020yCat.1350....0G,-2.313,-1.18,3.0,2020yCat.1350....0G,-42.28,,2008AJ....135.2264G,Gaia EDR3 573936037385290880|TIC 461599214|2MASS J00420839+8512008|Cl* NGC  188    DGV     608|Cl* NGC  188    PKM    4372|Cl* NGC  188    SMV    5506|NGC   188  3005|Gaia DR2 573936037385290880,573936037385290880,573936037385290880,461599214
NGC 188 3140,303295,2004PASP..116.1012S,10.59616134521,85.3427117094,2020yCat.1350....0G,0.5044,0.010700000450015068,2020yCat.1350....0G,-2.341,-1.184,3.0,2020yCat.1350....0G,-43.0,,2011AJ....142...59J,Gaia EDR3 573956069112687488|TIC 461599359|2MASS J00422316+8520336|Cl* NGC  188     JA    1581|Cl* NGC  188    DGV    1461|Cl* NGC  188    PKM    4228|Cl* NGC  188    UMK      66|Cl* NGC  188    SMV    5675|NGC   188  3140|Gaia DR2 573956069112687488,573956069112687488,573956069112687488,461599359
NGC 188 2044,303848,2004PASP..116.1012S,10.798344269189997,85.24571297618,2020yCat.1350....0G,0.5122,0.030799999833106995,2020yCat.1350....0G,-2.314,-1.073,3.0,2020yCat.1350....0G,-43.07,,2008AJ....135.2264G,Gaia EDR3 573942084699217408|TIC 461599261|2MASS J00431164+8514445|Cl* NGC  188    PKM    4322|Cl* NGC  188    SMV    5971|NGC   188  2044|Gaia DR2 573942084699217408,573942084699217408,573942084699217408,461599261
Cl* NGC 188 PKM 4187,4924929,2004PASP..116.1012S,11.01307970182,85.39742975556,2020yCat.1350....0G,0.545,0.028300000354647636,2020yCat.1350....0G,-2.392,-0.948,3.0,2020yCat.1350....0G,-41.0,,2008AJ....135.2264G,Gaia EDR3 573944936557438592|TIC 461601496|Cl* NGC  188    PKM    4187|Cl* NGC  188    SMV    6390|2MASS J00440314+8523505|Gaia DR2 573944936557438592,573944936557438592,573944936557438592,461601496
NGC 188 2211,303928,2004PASP..116.1012S,11.502496764280002,85.19529993685,2020yCat.1350....0G,0.3987,0.05570000037550926,2020yCat.1350....0G,-2.291,-1.002,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573940985187628800|TIC 461601145|2MASS J00460053+8511429|Cl* NGC  188    PKM    4725|Cl* NGC  188    SMV    7246|GEN# +2.01882211|NGC   188  2211|UBV M  30026|Cl* NGC  188    FTS     420|Gaia DR2 573940985187628800,573940985187628800,573940985187628800,461601145
Cl* NGC 188 DGV 210,303001,2020A&A...640A...1C,8.40272408361,85.06814522445,2020yCat.1350....0G,0.5027,0.026799999177455902,2020yCat.1350....0G,-2.247,-1.129,3.0,2020yCat.1350....0G,-42.9,,2008AJ....135.2264G,Gaia EDR3 573570484129918720|TIC 461595496|2MASS J00333664+8504053|Cl* NGC  188    DGV     210|Cl* NGC  188    PKM    7581|Cl* NGC  188    SMV    2320|Gaia DR2 573570484129918720,573570484129918720,573570484129918720,461595496
Cl* NGC 188 DGV 894,304317,2020A&A...640A...1C,8.51392612978,85.09098235404,2020yCat.1350....0G,0.5078,0.02630000002682209,2020yCat.1350....0G,-2.241,-1.141,3.0,2020yCat.1350....0G,-42.73,,2008AJ....135.2264G,Gaia EDR3 573570621568869760|TIC 461595512|2MASS J00340333+8505276|Cl* NGC  188    DGV     894|Cl* NGC  188    PKM    7571|Cl* NGC  188    SMV    2483|Gaia DR2 573570621568869760,573570621568869760,573570621568869760,461595512
Cl* NGC 188 PKM 7697,4923388,2020A&A...640A...1C,9.074370761230002,85.08960701923,2020yCat.1350....0G,0.5773,0.048500001430511475,2020yCat.1350....0G,-2.356,-1.016,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573570720349837568|TIC 461597304|Cl* NGC  188    PKM    7697|Cl* NGC  188    SMV    3238|2MASS J00361780+8505225|Gaia DR2 573570720349837568,573570720349837568,573570720349837568,461597304
NGC 188 1049,303898,2004PASP..116.1012S,11.581304948589999,85.25657782835,2020yCat.1350....0G,0.5649,0.026900000870227814,2020yCat.1350....0G,-2.291,-0.903,3.0,2020yCat.1350....0G,-42.03,,2008AJ....135.2264G,Gaia EDR3 573941638022620288|TIC 461601296|2MASS J00461950+8515235|Cl* NGC  188    DGV     492|Cl* NGC  188    PKM    4627|Cl* NGC  188    SMV    7403|GEN# +2.01881049|NGC   188  1049|UBV M  29933|Cl* NGC  188    FTS     211|Gaia DR2 573941638022620288,573941638022620288,573941638022620288,461601296
Cl* NGC 188 DGV 1049,303747,2020A&A...640A...1C,7.961635494110001,85.13324539765,2020yCat.1350....0G,0.5586,0.01489999983459711,2020yCat.1350....0G,-2.29,-1.325,3.0,2020yCat.1350....0G,-41.93,0.11999999731779099,2018yCat.1345....0G,Gaia EDR3 573573885744009984|TIC 461595536|2MASS J00315075+8507596|Cl* NGC  188    DGV    1049|Cl* NGC  188    PKM    3037|Cl* NGC  188    UMK      20|Cl* NGC  188    SMV    1840|GEN# +2.01885020|TYC 4619-434-1|Gaia DR1 573573881445497600|Gaia DR2 573573885744009984,573573885744009984,573573885744009984,461595536
Cl* NGC 188 DGV 1162,303743,2020A&A...640A...1C,7.824860428390001,85.19227142738,2020yCat.1350....0G,0.5481,0.018400000408291817,2020yCat.1350....0G,-2.178,-1.266,3.0,2020yCat.1350....0G,-43.12,,2008AJ....135.2264G,Gaia EDR3 573574504219297152|TIC 461595564|2MASS J00311793+8511322|Cl* NGC  188    DGV    1162|Cl* NGC  188    PKM    3017|Cl* NGC  188    UMK      18|Cl* NGC  188    SMV    1748|Gaia DR2 573574504219297152,573574504219297152,573574504219297152,461595564
Cl* NGC 188 DGV 1074,303733,2020A&A...640A...1C,7.319253215200001,85.13018192327,2020yCat.1350....0G,0.5538,0.023600000888109207,2020yCat.1350....0G,-2.325,-1.212,3.0,2020yCat.1350....0G,-42.1,,2008AJ....135.2264G,Gaia EDR3 573574607298514560|TIC 461593804|2MASS J00291662+8507485|Cl* NGC  188    DGV    1074|Cl* NGC  188    PKM    2921|Cl* NGC  188    SMV    1121|Gaia DR2 573574607298514560,573574607298514560,573574607298514560,461593804
Cl* NGC 188 DGV 1134,303730,2020A&A...640A...1C,7.13863851816,85.19899313876,2020yCat.1350....0G,0.5346,0.019099999219179153,2020yCat.1350....0G,-2.277,-1.166,3.0,2020yCat.1350....0G,-42.16,,2008AJ....135.2264G,Gaia EDR3 573575397572493312|TIC 461593840|2MASS J00283327+8511563|Cl* NGC  188    DGV    1134|Cl* NGC  188    PKM    2895|Cl* NGC  188    SMV    1014|Gaia DR2 573575397572493312,573575397572493312,573575397572493312,461593840
Cl* NGC 188 PKM 2615,4921950,2020A&A...640A...1C,6.1429340287,85.14269116312,2020yCat.1350....0G,0.5127,0.03350000083446503,2020yCat.1350....0G,-2.281,-1.314,3.0,2020yCat.1350....0G,-41.69,,2008AJ....135.2264G,Gaia EDR3 573620065232233472|TIC 461592052|Cl* NGC  188    PKM    2615|Cl* NGC  188    SMV     181|2MASS J00243435+8508337|Gaia DR2 573620065232233472,573620065232233472,573620065232233472,461592052
Cl* NGC 188 DGV 1137,303710,2020A&A...640A...1C,6.616766392479999,85.22061386832,2020yCat.1350....0G,0.5735,0.022299999371170998,2020yCat.1350....0G,-2.191,-1.261,3.0,2020yCat.1350....0G,-43.24,,2008AJ....135.2264G,Gaia EDR3 573622436054166400|TIC 461593849|2MASS J00262803+8513140|Cl* NGC  188    DGV    1137|Cl* NGC  188    PKM    2735|Cl* NGC  188    SMV     499|Gaia DR2 573622436054166400,573622436054166400,573622436054166400,461593849
Gaia EDR3 573738468889035264,15003231,2020A&A...640A...1C,13.92873932685,84.8233890506,2020yCat.1350....0G,0.5424,0.01759999990463257,2020yCat.1350....0G,-2.263,-0.705,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573738468889035264|Gaia DR2 573738468889035264,573738468889035264,573738468889035264,nan
Cl* NGC 188 DGV 49,304428,2020A&A...640A...1C,13.255662540679998,84.89251558708,2020yCat.1350....0G,0.5626,0.022199999541044235,2020yCat.1350....0G,-2.281,-1.068,3.0,2020yCat.1350....0G,-42.97,,2008AJ....135.2264G,Gaia EDR3 573739877638305920|TIC 461618414|2MASS J00530136+8453331|Cl* NGC  188    DGV      49|Cl* NGC  188    PKM    9219|Cl* NGC  188    SMV   10655|Gaia DR2 573739877638305920,573739877638305920,573739877638305920,461618414
Cl* NGC 188 DGV 46,304426,2020A&A...640A...1C,13.40428209066,84.92025911843,2020yCat.1350....0G,0.4617,0.029400000348687172,2020yCat.1350....0G,-2.328,-0.964,3.0,2020yCat.1350....0G,-41.57,,2008AJ....135.2264G,Gaia EDR3 573740113859803264|TIC 461620395|2MASS J00533697+8455128|Cl* NGC  188    DGV      46|Cl* NGC  188    PKM    9207|Cl* NGC  188    SMV   10872|Gaia DR2 573740113859803264,573740113859803264,573740113859803264,461620395
2MASS J00542287+8455398,304425,2020A&A...640A...1C,13.59562429421,84.92774705304,2020yCat.1350....0G,0.5205,0.013299999758601189,2020yCat.1350....0G,-2.295,-0.981,3.0,2020yCat.1350....0G,-42.6,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573740186875949696|TIC 461620400|2MASS J00542287+8455398|Cl* NGC  188    DGV      44|Cl* NGC  188    PKM    9205|Cl* NGC  188    SMV   11104|Gaia DR2 573740186875949696,573740186875949696,573740186875949696,461620400
NGC 188 1061,303102,2004PASP..116.1012S,11.456363694010001,85.23440109155,2020yCat.1350....0G,0.5101,0.018799999728798866,2020yCat.1350....0G,-2.848,-0.457,3.0,2020yCat.1350....0G,-40.0,,2011AJ....142...59J,Gaia EDR3 573941122626558208|TIC 461601226|2MASS J00454954+8514037|Cl* NGC  188    DGV     672|Cl* NGC  188    PKM    4671|Cl* NGC  188    UMK     113|Cl* NGC  188    SMV    7170|GEN# +2.01881061|NGC   188  1061|UBV M  29940|Cl* NGC  188    FTS      35|Gaia DR2 573941122626558208,573941122626558208,573941122626558208,461601226
NGC 188 1177,303899,2004PASP..116.1012S,11.484886508200002,85.25500773464,2020yCat.1350....0G,0.6154,0.09610000252723694,2020yCat.1350....0G,-2.202,-1.052,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941530646149120|TIC 461601292|2MASS J00455645+8515179|Cl* NGC  188    PKM    4632|Cl* NGC  188    SMV    7221|GEN# +2.01881177|NGC   188  1177|UBV M  29996|Cl* NGC  188    FTS     524|Gaia DR2 573941530646149120,573941530646149120,573941530646149120,461601292
NGC 188 3028,303939,2004PASP..116.1012S,11.499045050270002,85.11910410178,2020yCat.1350....0G,0.4989,0.031700000166893005,2020yCat.1350....0G,-2.346,-1.022,3.0,2020yCat.1350....0G,-42.29,,2008AJ....135.2264G,Gaia EDR3 573934315102406528|TIC 461601057|2MASS J00455976+8507087|Cl* NGC  188    DGV     541|Cl* NGC  188    PKM    4787|Cl* NGC  188    SMV    7225|NGC   188  3028|Gaia DR2 573934315102406528,573934315102406528,573934315102406528,461601057
NGC 188 1164,4925355,2004PASP..116.1012S,11.570566249179999,85.2916434993,2020yCat.1350....0G,0.517,0.04259999841451645,2020yCat.1350....0G,-2.587,-0.944,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943218570567296|TIC 461601370|NGC   188  1164|Cl* NGC  188    PKM    4582|Cl* NGC  188    SMV    7384|Cl* NGC  188    FTS     380|2MASS J00461693+8517298|Gaia DR2 573943218570567296,573943218570567296,573943218570567296,461601370
NGC 188 1041,303194,2004PASP..116.1012S,11.68628272864,85.28246602596,2020yCat.1350....0G,0.5235,0.020099999383091927,2020yCat.1350....0G,-2.172,-1.008,3.0,2020yCat.1350....0G,-43.01,,2008AJ....135.2264G,Gaia EDR3 573943149851699840|TIC 461601352|2MASS J00464470+8516567|Cl* NGC  188    DGV    1384|Cl* NGC  188    PKM    4962|Cl* NGC  188    SMV    7610|GEN# +2.01881041|NGC   188  1041|UBV M  29926|Cl* NGC  188    FTS     158|SBC9 3189|Gaia DR2 573943145553881600,573943149851699840,573943145553881600,461601352
V* EP Cep,302921,2004PASP..116.1012S,11.725056356089999,85.36213385047,2020yCat.1350....0G,0.5849,0.03889999911189079,2020yCat.1350....0G,-2.474,-0.84,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943905765304576|TIC 461601468|2MASS J00465398+8521435|Cl* NGC  188     WV       1|Cl* NGC  188    PKM    4873|Cl* NGC  188    SMV    7702|Cl* NGC  188     KS V1|SV* SON  8474|V* EP Cep|Gaia DR2 573943905765304576,573943905765304576,573943905765304576,461601468
Cl* NGC 188 PKM 9283,4927386,2020A&A...640A...1C,14.316543264410003,85.0001930926,2020yCat.1350....0G,0.5255,0.030899999663233757,2020yCat.1350....0G,-2.381,-0.946,3.0,2020yCat.1350....0G,-42.94,,2008AJ....135.2264G,Gaia EDR3 573741561265580928|TIC 461620445|Cl* NGC  188    PKM    9283|Cl* NGC  188    SMV   11779|2MASS J00571594+8500007|Gaia DR2 573741561265580928,573741561265580928,573741561265580928,461620445
Cl* NGC 188 PKM 9177,4927023,2020A&A...640A...1C,13.751588052169996,84.98883728761,2020yCat.1350....0G,0.5514,0.041099999099969864,2020yCat.1350....0G,-2.211,-0.942,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573742209803867008|TIC 461620436|Cl* NGC  188    PKM    9177|Cl* NGC  188    SMV   11298|2MASS J00550035+8459198|Gaia DR2 573742209803867008,573742209803867008,573742209803867008,461620436
Cl* NGC 188 SMV 11152,3739122,2020A&A...640A...1C,13.652719537190002,85.02091803217,2020yCat.1350....0G,0.5308,0.009499999694526196,2020yCat.1350....0G,-2.453,-1.051,3.0,2020yCat.1350....0G,-42.4,0.0,2018AJ....156..142D,Gaia EDR3 573742415962231168|TIC 461620462|Cl* NGC  188    SMV   11152|Cl* NGC  188     MT      69|Cl* NGC  188    UMK     224|Cl* NGC  188    PKM    9159|Cl* NGC  188    DGV      73|2MASS J00543664+8501152|Gaia DR2 573742415962231168,573742415962231168,573742415962231168,461620462
Cl* NGC 188 SMV 11208,302981,2020A&A...640A...1C,13.68149842296,85.02088475764,2020yCat.1350....0G,0.5407,0.017799999564886093,2020yCat.1350....0G,-2.384,-0.931,3.0,2020yCat.1350....0G,-42.89,,2008AJ....135.2264G,Gaia EDR3 573742420258940032|TIC 461620461|Cl* NGC  188    SMV   11208|2MASS J00544355+8501150|Cl* NGC  188    DGV      72|Cl* NGC  188    PKM    9160|Gaia DR2 573742420258940032,573742420258940032,573742420258940032,461620461
Cl* NGC 188 DGV 68,302980,2020A&A...640A...1C,13.48842739966,85.03033049666,2020yCat.1350....0G,0.4909,0.02319999970495701,2020yCat.1350....0G,-2.371,-1.081,3.0,2020yCat.1350....0G,-41.63,,2008AJ....135.2264G,Gaia EDR3 573742626417369728|TIC 461620470|2MASS J00535721+8501490|Cl* NGC  188    DGV      68|Cl* NGC  188    PKM    9154|Cl* NGC  188    SMV   10946|Gaia DR2 573742626417369728,573742626417369728,573742626417369728,461620470
NGC 188 1024,303127,2004PASP..116.1012S,11.81153414311,85.26399035658,2020yCat.1350....0G,0.5101,0.017400000244379044,2020yCat.1350....0G,-2.277,-0.998,3.0,2020yCat.1350....0G,-41.41,,2008AJ....135.2264G,Gaia EDR3 573941466223925376|Cl* NGC  188    DGV     735|Cl* NGC  188    PKM    4993|Cl* NGC  188    SMV    7875|NGC   188  1024|Gaia DR2 573941466223925376,573941466223925376,573941466223925376,nan
NGC 188 1031,303973,2004PASP..116.1012S,11.859200983969998,85.28212325602,2020yCat.1350....0G,0.5039,0.03180000185966492,2020yCat.1350....0G,-2.204,-0.915,3.0,2020yCat.1350....0G,-42.25,,2008AJ....135.2264G,Gaia EDR3 573942978052404992|TIC 461601351|2MASS J00472615+8516555|Cl* NGC  188    DGV    1348|Cl* NGC  188    PKM    4963|Cl* NGC  188    SMV    7975|GEN# +2.01881031|NGC   188  1031|UBV M  29922|Cl* NGC  188    FTS     295|Gaia DR2 573942978052404992,573942978052404992,573942978052404992,461601351
NGC 188 2187,303480,2004PASP..116.1012S,11.884220976470003,85.18403859622,2020yCat.1350....0G,0.4986,0.01209999993443489,2020yCat.1350....0G,-2.373,-1.076,3.0,2020yCat.1350....0G,-43.4,,2011AJ....142...59J,Gaia EDR3 573940813388946176|TIC 461601127|2MASS J00473222+8511024|Cl* NGC  188     JA     885|Cl* NGC  188    DGV     566|Cl* NGC  188    PKM    5133|Cl* NGC  188    UMK     147|Cl* NGC  188    SMV    8027|NGC   188  2187|Cl* NGC  188    FTS      33|Gaia DR2 573940813388946176,573940813388946176,573940813388946176,461601127
NGC 188 1025,303988,2004PASP..116.1012S,11.89393834316,85.26404792538,2020yCat.1350....0G,0.534,0.02070000022649765,2020yCat.1350....0G,-2.313,-0.973,3.0,2020yCat.1350....0G,-42.29,,2008AJ....135.2264G,Gaia EDR3 573942939395342336|TIC 461601318|2MASS J00473446+8515505|Cl* NGC  188    DGV     749|Cl* NGC  188    PKM    4992|Cl* NGC  188    SMV    8046|NGC   188  1025|Cl* NGC  188    FTS     172|Gaia DR2 573942939395342336,573942939395342336,573942939395342336,461601318
Gaia EDR3 573743313612256128,14748503,2020A&A...640A...1C,16.22852952321,84.93149232111,2020yCat.1350....0G,0.5639,0.023800000548362732,2020yCat.1350....0G,-2.454,-0.911,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573743313612256128|Gaia DR2 573743313612256128,573743313612256128,573743313612256128,nan
Gaia EDR3 573743382331728896,14748496,2020A&A...640A...1C,15.979558826709997,84.94633526763,2020yCat.1350....0G,0.4817,0.025100000202655792,2020yCat.1350....0G,-2.37,-0.953,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573743382331728896|Gaia DR2 573743382331728896,573743382331728896,573743382331728896,nan
Gaia EDR3 573743691569366528,14748504,2020A&A...640A...1C,15.657349119119997,84.97933097831,2020yCat.1350....0G,0.5765,0.04809999838471413,2020yCat.1350....0G,-2.259,-1.003,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573743691569366528|Gaia DR2 573743691569366528,573743691569366528,573743691569366528,nan
Cl* NGC 188 PKM 9420,4927900,2020A&A...640A...1C,15.24283513206,84.99164415222,2020yCat.1350....0G,0.5343,0.030300000682473183,2020yCat.1350....0G,-1.998,-0.906,3.0,2020yCat.1350....0G,-41.37,,2008AJ....135.2264G,Gaia EDR3 573744103886519040|TIC 461625699|Cl* NGC  188    PKM    9420|Cl* NGC  188    SMV   12521|2MASS J01005830+8459299|Gaia DR2 573744103886519040,573744103886519040,573744103886519040,461625699
Cl* NGC 188 SMV 12458,302970,2020A&A...640A...1C,15.151148566409999,85.001450969,2020yCat.1350....0G,0.5217,0.026399999856948853,2020yCat.1350....0G,-2.224,-0.795,3.0,2020yCat.1350....0G,-42.14,,2008AJ....135.2264G,Gaia EDR3 573744688001774080|TIC 461625704|Cl* NGC  188    SMV   12458|2MASS J01003627+8500051|Cl* NGC  188    DGV      14|Cl* NGC  188    PKM    9418|Gaia DR2 573744688001774080,573744688001774080,573744688001774080,461625704
Cl* NGC 188 PKM 9454,4928263,2020A&A...640A...1C,16.090051749479997,85.06212173694,2020yCat.1350....0G,0.4648,0.041099999099969864,2020yCat.1350....0G,-2.488,-0.975,3.0,2020yCat.1350....0G,-42.4,,2008AJ....135.2264G,Gaia EDR3 573745817576439680|TIC 461627610|Cl* NGC  188    PKM    9454|Cl* NGC  188    SMV   13141|2MASS J01042162+8503436|Gaia DR2 573745817576439680,573745817576439680,573745817576439680,461627610
2MASS J01003483+8503198,302971,2020A&A...640A...1C,15.145264487149998,85.05551089572,2020yCat.1350....0G,0.5209,0.013299999758601189,2020yCat.1350....0G,-2.394,-0.989,3.0,2020yCat.1350....0G,-42.0,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573746405988988544|TIC 461625737|Cl* NGC  188    SMV   12412|2MASS J01003483+8503198|Cl* NGC  188    DGV      20|Cl* NGC  188    PKM    9401|Gaia DR2 573746405988988544,573746405988988544,573746405988988544,461625737
2MASS J01015206+8506329,304254,2020A&A...640A...1C,15.466914449349996,85.10910625756,2020yCat.1350....0G,0.5373,0.013399999588727951,2020yCat.1350....0G,-2.369,-0.915,3.0,2020yCat.1350....0G,-42.1,0.0,2018AJ....156..142D,Gaia EDR3 573746921384744448|TIC 461625776|Cl* NGC  188    SMV   12652|2MASS J01015206+8506329|Cl* NGC  188    DGV     337|Cl* NGC  188    PKM    6687|TYC 4619-589-1|Gaia DR1 573746917087954688|Gaia DR2 573746921384744448,573746921384744448,573746921384744448,461625776
Cl* NGC 188 PKM 9353,4927630,2020A&A...640A...1C,14.749649606710001,85.01049471321,2020yCat.1350....0G,0.4667,0.054499998688697815,2020yCat.1350....0G,-2.329,-0.878,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573747299341887488|TIC 461625709|Cl* NGC  188    PKM    9353|Cl* NGC  188    SMV   12124|2MASS J00585979+8500377|Gaia DR2 573747299341887488,573747299341887488,573747299341887488,461625709
